category,header,implementation,function,line,status,owner,note
void_ptr,skia/binding/sk_encoder.h,skia/binding/sk_encoder.cpp,SkEncoder_delete,12,done,,typed opaque pointer alias introduced for SkEncoder API surface
void_ptr,skia/binding/sk_encoder.h,skia/binding/sk_encoder.cpp,SkEncoder_encodeRows,13,done,,typed opaque pointer alias introduced for SkEncoder API surface
void_ptr,skia/binding/sk_executor.h,skia/binding/sk_executor.cpp,SkExecutor_delete,12,done,,typed opaque pointer aliases introduced for SkExecutor API surface
void_ptr,skia/binding/sk_executor.h,skia/binding/sk_executor.cpp,SkExecutor_add,13,done,,typed opaque pointer aliases introduced for SkExecutor API surface
void_ptr,skia/binding/sk_executor.h,skia/binding/sk_executor.cpp,SkExecutor_borrow,14,done,,typed opaque pointer aliases introduced for SkExecutor API surface
void_ptr,skia/binding/sk_executor.h,skia/binding/sk_executor.cpp,SkExecutor_GetDefault,20,done,,typed opaque pointer aliases introduced for SkExecutor API surface
void_ptr,skia/binding/sk_executor.h,skia/binding/sk_executor.cpp,SkExecutor_SetDefault,21,done,,typed opaque pointer aliases introduced for SkExecutor API surface
void_ptr,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_new,12,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr|suffix,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_new_2,13,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr|suffix|primitive,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_new_3,14,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_delete,15,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_isValid,16,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_close,17,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr|primitive,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_read,18,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_isAtEnd,19,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_rewind,20,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_duplicate,21,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr|primitive,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_getPosition,22,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr|primitive,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_seek,23,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_move,24,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_fork,25,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr|primitive,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_getLength,26,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_hasLength,27,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_hasPosition,28,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr|primitive,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_skip,29,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr|primitive,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_peek,30,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_readS8,31,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_readS16,32,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_readS32,33,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_readU8,34,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_readU16,35,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_readU32,36,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_readBool,37,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_readScalar,38,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_readPackedUInt,39,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_getMemoryBase,40,done,,typed opaque pointer aliases introduced for SkFILEStream API; size_t and typed scalar pointer signatures normalized
void_ptr,skia/binding/sk_file_w_stream.h,skia/binding/sk_file_w_stream.cpp,SkFILEWStream_new,12,done,,typed opaque pointer aliases introduced for SkFILEWStream API; size_t and uint8_t/uint16_t/uint32_t signatures normalized
void_ptr,skia/binding/sk_file_w_stream.h,skia/binding/sk_file_w_stream.cpp,SkFILEWStream_delete,13,done,,typed opaque pointer aliases introduced for SkFILEWStream API; size_t and uint8_t/uint16_t/uint32_t signatures normalized
void_ptr,skia/binding/sk_file_w_stream.h,skia/binding/sk_file_w_stream.cpp,SkFILEWStream_isValid,14,done,,typed opaque pointer aliases introduced for SkFILEWStream API; size_t and uint8_t/uint16_t/uint32_t signatures normalized
void_ptr|primitive,skia/binding/sk_file_w_stream.h,skia/binding/sk_file_w_stream.cpp,SkFILEWStream_write,15,done,,typed opaque pointer aliases introduced for SkFILEWStream API; size_t and uint8_t/uint16_t/uint32_t signatures normalized
void_ptr,skia/binding/sk_file_w_stream.h,skia/binding/sk_file_w_stream.cpp,SkFILEWStream_flush,16,done,,typed opaque pointer aliases introduced for SkFILEWStream API; size_t and uint8_t/uint16_t/uint32_t signatures normalized
void_ptr,skia/binding/sk_file_w_stream.h,skia/binding/sk_file_w_stream.cpp,SkFILEWStream_fsync,17,done,,typed opaque pointer aliases introduced for SkFILEWStream API; size_t and uint8_t/uint16_t/uint32_t signatures normalized
void_ptr|primitive,skia/binding/sk_file_w_stream.h,skia/binding/sk_file_w_stream.cpp,SkFILEWStream_bytesWritten,18,done,,typed opaque pointer aliases introduced for SkFILEWStream API; size_t and uint8_t/uint16_t/uint32_t signatures normalized
void_ptr|primitive,skia/binding/sk_file_w_stream.h,skia/binding/sk_file_w_stream.cpp,SkFILEWStream_write8,19,done,,typed opaque pointer aliases introduced for SkFILEWStream API; size_t and uint8_t/uint16_t/uint32_t signatures normalized
void_ptr|primitive,skia/binding/sk_file_w_stream.h,skia/binding/sk_file_w_stream.cpp,SkFILEWStream_write16,20,done,,typed opaque pointer aliases introduced for SkFILEWStream API; size_t and uint8_t/uint16_t/uint32_t signatures normalized
void_ptr|primitive,skia/binding/sk_file_w_stream.h,skia/binding/sk_file_w_stream.cpp,SkFILEWStream_write32,21,done,,typed opaque pointer aliases introduced for SkFILEWStream API; size_t and uint8_t/uint16_t/uint32_t signatures normalized
void_ptr,skia/binding/sk_file_w_stream.h,skia/binding/sk_file_w_stream.cpp,SkFILEWStream_writeText,22,done,,typed opaque pointer aliases introduced for SkFILEWStream API; size_t and uint8_t/uint16_t/uint32_t signatures normalized
void_ptr,skia/binding/sk_file_w_stream.h,skia/binding/sk_file_w_stream.cpp,SkFILEWStream_newline,23,done,,typed opaque pointer aliases introduced for SkFILEWStream API; size_t and uint8_t/uint16_t/uint32_t signatures normalized
void_ptr,skia/binding/sk_file_w_stream.h,skia/binding/sk_file_w_stream.cpp,SkFILEWStream_writeDecAsText,24,done,,typed opaque pointer aliases introduced for SkFILEWStream API; size_t and uint8_t/uint16_t/uint32_t signatures normalized
void_ptr,skia/binding/sk_file_w_stream.h,skia/binding/sk_file_w_stream.cpp,SkFILEWStream_writeBigDecAsText,25,done,,typed opaque pointer aliases introduced for SkFILEWStream API; size_t and uint8_t/uint16_t/uint32_t signatures normalized
void_ptr|primitive,skia/binding/sk_file_w_stream.h,skia/binding/sk_file_w_stream.cpp,SkFILEWStream_writeHexAsText,26,done,,typed opaque pointer aliases introduced for SkFILEWStream API; size_t and uint8_t/uint16_t/uint32_t signatures normalized
void_ptr,skia/binding/sk_file_w_stream.h,skia/binding/sk_file_w_stream.cpp,SkFILEWStream_writeScalarAsText,27,done,,typed opaque pointer aliases introduced for SkFILEWStream API; size_t and uint8_t/uint16_t/uint32_t signatures normalized
void_ptr,skia/binding/sk_file_w_stream.h,skia/binding/sk_file_w_stream.cpp,SkFILEWStream_writeBool,28,done,,typed opaque pointer aliases introduced for SkFILEWStream API; size_t and uint8_t/uint16_t/uint32_t signatures normalized
void_ptr,skia/binding/sk_file_w_stream.h,skia/binding/sk_file_w_stream.cpp,SkFILEWStream_writeScalar,29,done,,typed opaque pointer aliases introduced for SkFILEWStream API; size_t and uint8_t/uint16_t/uint32_t signatures normalized
void_ptr|primitive,skia/binding/sk_file_w_stream.h,skia/binding/sk_file_w_stream.cpp,SkFILEWStream_writePackedUInt,30,done,,typed opaque pointer aliases introduced for SkFILEWStream API; size_t and uint8_t/uint16_t/uint32_t signatures normalized
void_ptr|primitive,skia/binding/sk_file_w_stream.h,skia/binding/sk_file_w_stream.cpp,SkFILEWStream_writeStream,31,done,,typed opaque pointer aliases introduced for SkFILEWStream API; size_t and uint8_t/uint16_t/uint32_t signatures normalized
primitive,skia/binding/sk_file_w_stream.h,skia/binding/sk_file_w_stream.cpp,SkFILEWStream_SizeOfPackedUInt,35,done,,typed opaque pointer aliases introduced for SkFILEWStream API; size_t and uint8_t/uint16_t/uint32_t signatures normalized
void_ptr,skia/binding/sk_flattenable.h,skia/binding/sk_flattenable.cpp,SkFlattenable_delete,12,done,,typed opaque pointer aliases introduced for SkFlattenable API; size_t/uint8_t serialize signatures normalized
void_ptr,skia/binding/sk_flattenable.h,skia/binding/sk_flattenable.cpp,SkFlattenable_getFactory,13,done,,typed opaque pointer aliases introduced for SkFlattenable API; size_t/uint8_t serialize signatures normalized
void_ptr,skia/binding/sk_flattenable.h,skia/binding/sk_flattenable.cpp,SkFlattenable_getTypeName,14,done,,typed opaque pointer aliases introduced for SkFlattenable API; size_t/uint8_t serialize signatures normalized
void_ptr,skia/binding/sk_flattenable.h,skia/binding/sk_flattenable.cpp,SkFlattenable_flatten,15,done,,typed opaque pointer aliases introduced for SkFlattenable API; size_t/uint8_t serialize signatures normalized
void_ptr,skia/binding/sk_flattenable.h,skia/binding/sk_flattenable.cpp,SkFlattenable_getFlattenableType,16,done,,typed opaque pointer aliases introduced for SkFlattenable API; size_t/uint8_t serialize signatures normalized
void_ptr,skia/binding/sk_flattenable.h,skia/binding/sk_flattenable.cpp,SkFlattenable_serialize,17,done,,typed opaque pointer aliases introduced for SkFlattenable API; size_t/uint8_t serialize signatures normalized
void_ptr|suffix|primitive,skia/binding/sk_flattenable.h,skia/binding/sk_flattenable.cpp,SkFlattenable_serialize_2,18,done,,typed opaque pointer aliases introduced for SkFlattenable API; size_t/uint8_t serialize signatures normalized
void_ptr,skia/binding/sk_flattenable.h,skia/binding/sk_flattenable.cpp,SkFlattenable_unique,19,done,,typed opaque pointer aliases introduced for SkFlattenable API; size_t/uint8_t serialize signatures normalized
void_ptr,skia/binding/sk_flattenable.h,skia/binding/sk_flattenable.cpp,SkFlattenable_ref,20,done,,typed opaque pointer aliases introduced for SkFlattenable API; size_t/uint8_t serialize signatures normalized
void_ptr,skia/binding/sk_flattenable.h,skia/binding/sk_flattenable.cpp,SkFlattenable_unref,21,done,,typed opaque pointer aliases introduced for SkFlattenable API; size_t/uint8_t serialize signatures normalized
void_ptr|primitive,skia/binding/sk_flattenable.h,skia/binding/sk_flattenable.cpp,SkFlattenable_Deserialize,28,done,,typed opaque pointer aliases introduced for SkFlattenable API; size_t/uint8_t serialize signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_new,12,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr|suffix,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_new_2,13,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr|suffix,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_new_3,14,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_new_4,15,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_delete,16,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_isForceAutoHinting,17,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_isEmbeddedBitmaps,18,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_isSubpixel,19,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_isLinearMetrics,20,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_isEmbolden,21,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_isBaselineSnap,22,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_setForceAutoHinting,23,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_setEmbeddedBitmaps,24,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_setSubpixel,25,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_setLinearMetrics,26,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_setEmbolden,27,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_setBaselineSnap,28,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_getEdging,29,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_setEdging,30,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_setHinting,31,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_getHinting,32,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_makeWithSize,33,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_getTypeface,34,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_getSize,35,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_getScaleX,36,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_getSkewX,37,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_refTypeface,38,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_setSize,42,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_setScaleX,43,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_setSkewX,44,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr|primitive,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_textToGlyphs,45,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_unicharToGlyph,46,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_unicharsToGlyphs,47,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr|primitive,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_countText,48,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr|primitive,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_measureText,49,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr|suffix|primitive,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_measureText_2,50,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_getWidths,51,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr|suffix,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_getWidths_3,55,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_getWidthsBounds,56,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_getBounds,57,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_getPos,58,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_getXPos,59,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_getIntercepts,60,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_getPath,61,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_getMetrics,65,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_getSpacing,66,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_dump,67,done,,typed opaque pointer aliases introduced for SkFont API; size_t/uint16_t/text and geometry pointer signatures normalized
void_ptr,skia/binding/sk_font_arguments.h,skia/binding/sk_font_arguments.cpp,SkFontArguments_new,12,done,,typed opaque pointer aliases introduced for SkFontArguments API surface
void_ptr,skia/binding/sk_font_arguments.h,skia/binding/sk_font_arguments.cpp,SkFontArguments_delete,13,done,,typed opaque pointer aliases introduced for SkFontArguments API surface
void_ptr,skia/binding/sk_font_arguments.h,skia/binding/sk_font_arguments.cpp,SkFontArguments_setCollectionIndex,14,done,,typed opaque pointer aliases introduced for SkFontArguments API surface
void_ptr,skia/binding/sk_font_arguments.h,skia/binding/sk_font_arguments.cpp,SkFontArguments_setVariationDesignPosition,15,done,,typed opaque pointer aliases introduced for SkFontArguments API surface
void_ptr,skia/binding/sk_font_arguments.h,skia/binding/sk_font_arguments.cpp,SkFontArguments_getCollectionIndex,16,done,,typed opaque pointer aliases introduced for SkFontArguments API surface
void_ptr,skia/binding/sk_font_arguments.h,skia/binding/sk_font_arguments.cpp,SkFontArguments_getVariationDesignPosition,17,done,,typed opaque pointer aliases introduced for SkFontArguments API surface
void_ptr,skia/binding/sk_font_arguments.h,skia/binding/sk_font_arguments.cpp,SkFontArguments_setPalette,18,done,,typed opaque pointer aliases introduced for SkFontArguments API surface
void_ptr,skia/binding/sk_font_arguments.h,skia/binding/sk_font_arguments.cpp,SkFontArguments_getPalette,19,done,,typed opaque pointer aliases introduced for SkFontArguments API surface
void_ptr,skia/binding/sk_font_metrics.h,skia/binding/sk_font_metrics.cpp,SkFontMetrics_delete,12,done,,typed opaque pointer alias introduced for SkFontMetrics API; scalar out-params normalized to float*
void_ptr,skia/binding/sk_font_metrics.h,skia/binding/sk_font_metrics.cpp,SkFontMetrics_hasUnderlineThickness,13,done,,typed opaque pointer alias introduced for SkFontMetrics API; scalar out-params normalized to float*
void_ptr,skia/binding/sk_font_metrics.h,skia/binding/sk_font_metrics.cpp,SkFontMetrics_hasUnderlinePosition,14,done,,typed opaque pointer alias introduced for SkFontMetrics API; scalar out-params normalized to float*
void_ptr,skia/binding/sk_font_metrics.h,skia/binding/sk_font_metrics.cpp,SkFontMetrics_hasStrikeoutThickness,15,done,,typed opaque pointer alias introduced for SkFontMetrics API; scalar out-params normalized to float*
void_ptr,skia/binding/sk_font_metrics.h,skia/binding/sk_font_metrics.cpp,SkFontMetrics_hasStrikeoutPosition,16,done,,typed opaque pointer alias introduced for SkFontMetrics API; scalar out-params normalized to float*
void_ptr,skia/binding/sk_font_metrics.h,skia/binding/sk_font_metrics.cpp,SkFontMetrics_hasBounds,17,done,,typed opaque pointer alias introduced for SkFontMetrics API; scalar out-params normalized to float*
void_ptr,skia/binding/sk_font_mgr.h,skia/binding/sk_font_mgr.cpp,SkFontMgr_delete,12,done,,typed opaque pointer aliases introduced for SkFontMgr API; style/string/arguments pointers normalized
void_ptr,skia/binding/sk_font_mgr.h,skia/binding/sk_font_mgr.cpp,SkFontMgr_countFamilies,13,done,,typed opaque pointer aliases introduced for SkFontMgr API; style/string/arguments pointers normalized
void_ptr,skia/binding/sk_font_mgr.h,skia/binding/sk_font_mgr.cpp,SkFontMgr_getFamilyName,14,done,,typed opaque pointer aliases introduced for SkFontMgr API; style/string/arguments pointers normalized
void_ptr,skia/binding/sk_font_mgr.h,skia/binding/sk_font_mgr.cpp,SkFontMgr_createStyleSet,15,done,,typed opaque pointer aliases introduced for SkFontMgr API; style/string/arguments pointers normalized
void_ptr,skia/binding/sk_font_mgr.h,skia/binding/sk_font_mgr.cpp,SkFontMgr_matchFamily,16,done,,typed opaque pointer aliases introduced for SkFontMgr API; style/string/arguments pointers normalized
void_ptr,skia/binding/sk_font_mgr.h,skia/binding/sk_font_mgr.cpp,SkFontMgr_matchFamilyStyle,17,done,,typed opaque pointer aliases introduced for SkFontMgr API; style/string/arguments pointers normalized
void_ptr,skia/binding/sk_font_mgr.h,skia/binding/sk_font_mgr.cpp,SkFontMgr_matchFamilyStyleCharacter,18,done,,typed opaque pointer aliases introduced for SkFontMgr API; style/string/arguments pointers normalized
void_ptr,skia/binding/sk_font_mgr.h,skia/binding/sk_font_mgr.cpp,SkFontMgr_makeFromData,19,done,,typed opaque pointer aliases introduced for SkFontMgr API; style/string/arguments pointers normalized
void_ptr,skia/binding/sk_font_mgr.h,skia/binding/sk_font_mgr.cpp,SkFontMgr_makeFromStream,20,done,,typed opaque pointer aliases introduced for SkFontMgr API; style/string/arguments pointers normalized
void_ptr|suffix,skia/binding/sk_font_mgr.h,skia/binding/sk_font_mgr.cpp,SkFontMgr_makeFromStream_2,21,done,,typed opaque pointer aliases introduced for SkFontMgr API; style/string/arguments pointers normalized
