area,header,class,method,method_line,method_static,triage,priority,signature,note
modules/svg,modules/svg/include/SkSVGFeOffset.h,SkSVGFeOffset,SVG_ATTR,7,no,false_positive,P0,"SVG_ATTR(Dx, SkSVGNumberType, SkSVGNumberType(0)) SVG_ATTR(Dy, SkSVGNumberType, SkSVGNumberType(0)) protected: sk_sp<SkImageFilter> onMakeImageFilter(const SkSVGRenderContext&, const SkSVGFilterContext&) const override;",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFeOffset.h,SkSVGFeOffset,getInputs,7,no,na,P3,std::vector<SkSVGFeInputType> getInputs() const override { return {this->getIn()}; },Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFeOffset.h,SkSVGFeOffset,parseAndSetAttribute,7,no,na,P3,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFeTurbulence.h,SkSVGFeTurbulence,Make,7,yes,real_gap,P3,static sk_sp<SkSVGFeTurbulence> Make() { return sk_sp<SkSVGFeTurbulence>(new SkSVGFeTurbulence()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGFeTurbulence.h,SkSVGFeTurbulence,SVG_ATTR,7,no,false_positive,P0,"SVG_ATTR(BaseFrequency, SkSVGFeTurbulenceBaseFrequency, SkSVGFeTurbulenceBaseFrequency({})) SVG_ATTR(NumOctaves, SkSVGIntegerType, SkSVGIntegerType(1)) SVG_ATTR(Seed, SkSVGNumberType, SkSVGNumberType(0)) SVG_ATTR(TurbulenceType, SkSVGFeTurb",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFeTurbulence.h,SkSVGFeTurbulence,getInputs,7,no,na,P3,std::vector<SkSVGFeInputType> getInputs() const override { return {}; },Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFeTurbulence.h,SkSVGFeTurbulence,parseAndSetAttribute,7,no,na,P3,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFilter.h,SkSVGFilter,Make,7,yes,real_gap,P3,static sk_sp<SkSVGFilter> Make() { return sk_sp<SkSVGFilter>(new SkSVGFilter()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGFilter.h,SkSVGFilter,buildFilterDAG,7,no,real_gap,P3,sk_sp<SkImageFilter> buildFilterDAG(const SkSVGRenderContext&) const;,Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGFilter.h,SkSVGFilter,SVG_ATTR,7,no,false_positive,P0,"SVG_ATTR(X, SkSVGLength, SkSVGLength(-10, SkSVGLength::Unit::kPercentage)) SVG_ATTR(Y, SkSVGLength, SkSVGLength(-10, SkSVGLength::Unit::kPercentage)) SVG_ATTR(Width, SkSVGLength, SkSVGLength(120, SkSVGLength::Unit::kPercentage)) SVG_ATTR(He",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFilter.h,SkSVGFilter,parseAndSetAttribute,7,no,na,P3,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFilterContext.h,SkSVGFilterContext,SkSVGFilterContext,14,no,na,P3,"SkSVGFilterContext(const SkRect& filterEffectsRegion, const SkSVGObjectBoundingBoxUnits& primitiveUnits) : fFilterEffectsRegion(filterEffectsRegion) , fPrimitiveUnits(primitiveUnits) , fPreviousResult({nullptr, filterEffectsRegion, SkSVGCol",Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGFilterContext.h,SkSVGFilterContext,filterEffectsRegion,14,no,na,P3,const SkRect& filterEffectsRegion() const { return fFilterEffectsRegion; },Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGFilterContext.h,SkSVGFilterContext,filterPrimitiveSubregion,14,no,na,P3,const SkRect& filterPrimitiveSubregion(const SkSVGFeInputType&) const;,Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGFilterContext.h,SkSVGFilterContext,primitiveUnits,14,no,na,P3,const SkSVGObjectBoundingBoxUnits& primitiveUnits() const { return fPrimitiveUnits; },Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGFilterContext.h,SkSVGFilterContext,registerResult,14,no,na,P3,"void registerResult(const SkSVGStringType&, const sk_sp<SkImageFilter>&, const SkRect&, SkSVGColorspace);",Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGFilterContext.h,SkSVGFilterContext,setPreviousResult,14,no,na,P3,"void setPreviousResult(const sk_sp<SkImageFilter>&, const SkRect&, SkSVGColorspace);",Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGFilterContext.h,SkSVGFilterContext,previousResultIsSourceGraphic,14,no,na,P3,bool previousResultIsSourceGraphic() const;,Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGFilterContext.h,SkSVGFilterContext,resolveInputColorspace,14,no,na,P3,"SkSVGColorspace resolveInputColorspace(const SkSVGRenderContext&, const SkSVGFeInputType&) const;",Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGFilterContext.h,SkSVGFilterContext,resolveInput,14,no,na,P3,"sk_sp<SkImageFilter> resolveInput(const SkSVGRenderContext&, const SkSVGFeInputType&) const;",Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGFilterContext.h,SkSVGFilterContext,resolveInput,14,no,na,P3,"sk_sp<SkImageFilter> resolveInput(const SkSVGRenderContext&, const SkSVGFeInputType&, SkSVGColorspace) const;",Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGG.h,SkSVGG,Make,6,yes,real_gap,P3,static sk_sp<SkSVGG> Make() { return sk_sp<SkSVGG>(new SkSVGG()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGGradient.h,SkSVGGradient,SVG_ATTR,12,no,false_positive,P0,"SVG_ATTR(Href, SkSVGIRI, SkSVGIRI()) SVG_ATTR(GradientTransform, SkSVGTransformType, SkSVGTransformType(SkMatrix::I())) SVG_ATTR(SpreadMethod, SkSVGSpreadMethod, SkSVGSpreadMethod(SkSVGSpreadMethod::Type::kPad)) SVG_ATTR(GradientUnits, SkSV",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGGradient.h,SkSVGGradient,parseAndSetAttribute,12,no,na,P3,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGGradient.h,SkSVGGradient,onAsPaint,12,no,na,P3,"bool onAsPaint(const SkSVGRenderContext&, SkPaint*) const final;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGGradient.h,SkSVGGradient,onMakeShader,12,no,na,P3,"virtual sk_sp<SkShader> onMakeShader(const SkSVGRenderContext&, const SkColor4f*, const SkScalar*, int count, SkTileMode, const SkMatrix& localMatrix) const = 0;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGImage.h,SkSVGImage,Make,11,yes,real_gap,P3,static sk_sp<SkSVGImage> Make() { return sk_sp<SkSVGImage>(new SkSVGImage()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGImage.h,SkSVGImage,appendChild,11,no,real_gap,P3,"void appendChild(sk_sp<SkSVGNode>) override { SkDebugf(""cannot append child nodes to this element.\n""); }",Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGImage.h,SkSVGImage,onPrepareToRender,11,no,na,P3,bool onPrepareToRender(SkSVGRenderContext*) const override;,Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGImage.h,SkSVGImage,onRender,11,no,na,P3,void onRender(const SkSVGRenderContext&) const override;,Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGImage.h,SkSVGImage,onAsPath,11,no,na,P3,SkPath onAsPath(const SkSVGRenderContext&) const override;,Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGImage.h,SkSVGImage,onObjectBoundingBox,11,no,na,P3,SkRect onObjectBoundingBox(const SkSVGRenderContext&) const override;,Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGImage.h,SkSVGImage,LoadImage,29,yes,real_gap,P3,"static ImageInfo LoadImage(const sk_sp<skresources::ResourceProvider>&, const SkSVGIRI&, const SkRect&, SkSVGPreserveAspectRatio);",Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGImage.h,SkSVGImage,SVG_ATTR,29,no,false_positive,P0,"SVG_ATTR(X , SkSVGLength , SkSVGLength(0)) SVG_ATTR(Y , SkSVGLength , SkSVGLength(0)) SVG_ATTR(Width , SkSVGLength , SkSVGLength(0)) SVG_ATTR(Height , SkSVGLength , SkSVGLength(0)) SVG_ATTR(Href , SkSVGIRI , SkSVGIRI()) SVG_ATTR(PreserveAsp",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGLine.h,SkSVGLine,Make,9,yes,real_gap,P3,static sk_sp<SkSVGLine> Make() { return sk_sp<SkSVGLine>(new SkSVGLine()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGLine.h,SkSVGLine,SVG_ATTR,9,no,false_positive,P0,"SVG_ATTR(X1, SkSVGLength, SkSVGLength(0)) SVG_ATTR(Y1, SkSVGLength, SkSVGLength(0)) SVG_ATTR(X2, SkSVGLength, SkSVGLength(0)) SVG_ATTR(Y2, SkSVGLength, SkSVGLength(0)) protected: bool parseAndSetAttribute(const char*, const char*) override;",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGLine.h,SkSVGLine,onDraw,9,no,na,P3,"void onDraw(SkCanvas*, const SkSVGLengthContext&, const SkPaint&, SkPathFillType) const override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGLine.h,SkSVGLine,onAsPath,9,no,na,P3,SkPath onAsPath(const SkSVGRenderContext&) const override;,Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGLinearGradient.h,SkSVGLinearGradient,Make,7,yes,real_gap,P3,static sk_sp<SkSVGLinearGradient> Make() { return sk_sp<SkSVGLinearGradient>(new SkSVGLinearGradient()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGLinearGradient.h,SkSVGLinearGradient,SVG_ATTR,7,no,false_positive,P0,"SVG_ATTR(X1, SkSVGLength, SkSVGLength(0 , SkSVGLength::Unit::kPercentage)) SVG_ATTR(Y1, SkSVGLength, SkSVGLength(0 , SkSVGLength::Unit::kPercentage)) SVG_ATTR(X2, SkSVGLength, SkSVGLength(100, SkSVGLength::Unit::kPercentage)) SVG_ATTR(Y2, S",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGLinearGradient.h,SkSVGLinearGradient,onMakeShader,7,no,na,P3,"sk_sp<SkShader> onMakeShader(const SkSVGRenderContext&, const SkColor4f*, const SkScalar*, int count, SkTileMode, const SkMatrix&) const override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGMask.h,SkSVGMask,Make,7,yes,real_gap,P3,static sk_sp<SkSVGMask> Make() { return sk_sp<SkSVGMask>(new SkSVGMask()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGMask.h,SkSVGMask,SVG_ATTR,7,no,false_positive,P0,"SVG_ATTR(X , SkSVGLength, SkSVGLength(-10, SkSVGLength::Unit::kPercentage)) SVG_ATTR(Y , SkSVGLength, SkSVGLength(-10, SkSVGLength::Unit::kPercentage)) SVG_ATTR(Width , SkSVGLength, SkSVGLength(120, SkSVGLength::Unit::kPercentage)) SVG_ATTR",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGMask.h,SkSVGMask,SkSVGMask,7,no,false_positive,P0,SkSVGMask() : INHERITED(SkSVGTag::kMask) {},value/node construction is handled through factories or parser-driven DOM loading; direct constructor is not initial C ABI
modules/svg,modules/svg/include/SkSVGMask.h,SkSVGMask,parseAndSetAttribute,7,no,na,P3,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGMask.h,SkSVGMask,bounds,7,no,real_gap,P3,SkRect bounds(const SkSVGRenderContext&) const;,Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGMask.h,SkSVGMask,renderMask,7,no,real_gap,P3,void renderMask(const SkSVGRenderContext&) const;,Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,~SkSVGNode,87,no,false_positive,P0,~SkSVGNode() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,appendChild,87,no,real_gap,P3,virtual void appendChild(sk_sp<SkSVGNode>) = 0;,Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,render,87,no,na,P3,void render(const SkSVGRenderContext&) const;,requires SkSVGRenderContext ABI; not a Phase 3 standalone C ABI target after DOM render/renderNodeById helper
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,asPaint,87,no,na,P3,"bool asPaint(const SkSVGRenderContext&, SkPaint*) const;",requires SkSVGRenderContext ABI; not a Phase 3 standalone C ABI target
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,asPath,87,no,na,P3,SkPath asPath(const SkSVGRenderContext&) const;,requires SkSVGRenderContext ABI; not a Phase 3 standalone C ABI target
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,objectBoundingBox,87,no,na,P3,SkRect objectBoundingBox(const SkSVGRenderContext&) const;,requires SkSVGRenderContext ABI; not a Phase 3 standalone C ABI target
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,setAttribute,87,no,na,P3,"void setAttribute(SkSVGAttribute, const SkSVGValue&);",SkSVGValue ABI required; string overload is exposed by SkSVGNode_setAttributeString
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,parseAndSetAttribute,87,no,na,P3,"virtual bool parseAndSetAttribute(const char* name, const char* value);",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,SVG_PRES_ATTR,87,no,real_gap,P3,"SVG_PRES_ATTR(ClipRule , SkSVGFillRule , true) SVG_PRES_ATTR(Color , SkSVGColorType , true) SVG_PRES_ATTR(ColorInterpolation , SkSVGColorspace, true) SVG_PRES_ATTR(ColorInterpolationFilters, SkSVGColorspace, true) SVG_PRES_ATTR(FillRule , S",Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,ComputeViewboxMatrix,87,yes,false_positive,P0,"static SkMatrix ComputeViewboxMatrix(const SkRect&, const SkRect&, SkSVGPreserveAspectRatio);",protected static helper; generator sees it as a candidate but it is not public C ABI surface
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,onPrepareToRender,87,no,na,P3,virtual bool onPrepareToRender(SkSVGRenderContext*) const;,Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,onRender,87,no,na,P3,virtual void onRender(const SkSVGRenderContext&) const = 0;,Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,onAsPaint,87,no,na,P3,"virtual bool onAsPaint(const SkSVGRenderContext&, SkPaint*) const { return false; }",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,onAsPath,87,no,na,P3,virtual SkPath onAsPath(const SkSVGRenderContext&) const = 0;,Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,onSetAttribute,87,no,na,P3,"virtual void onSetAttribute(SkSVGAttribute, const SkSVGValue&) {}",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,hasChildren,87,no,false_positive,P0,virtual bool hasChildren() const { return false; },protected virtual hook; generator sees it as a method but it is not a public C ABI target
modules/svg,modules/svg/include/SkSVGNode.h,SkSVGNode,onObjectBoundingBox,87,no,na,P3,virtual SkRect onObjectBoundingBox(const SkSVGRenderContext&) const { return SkRect::MakeEmpty(); },Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGOpenTypeSVGDecoder.h,SkSVGOpenTypeSVGDecoder,Make,12,yes,real_gap,P3,"static std::unique_ptr<SkOpenTypeSVGDecoder> Make(const uint8_t* svg, size_t svgLength);",Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGOpenTypeSVGDecoder.h,SkSVGOpenTypeSVGDecoder,approximateSize,12,no,real_gap,P3,size_t approximateSize() override;,Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGOpenTypeSVGDecoder.h,SkSVGOpenTypeSVGDecoder,render,12,no,real_gap,P3,"bool render(SkCanvas&, int upem, SkGlyphID glyphId, SkColor foregroundColor, SkSpan<SkColor> palette) override;",Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGOpenTypeSVGDecoder.h,SkSVGOpenTypeSVGDecoder,~SkSVGOpenTypeSVGDecoder,12,no,false_positive,P0,~SkSVGOpenTypeSVGDecoder() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/svg,modules/svg/include/SkSVGPath.h,SkSVGPath,Make,7,yes,real_gap,P3,static sk_sp<SkSVGPath> Make() { return sk_sp<SkSVGPath>(new SkSVGPath()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGPath.h,SkSVGPath,SVG_ATTR,7,no,false_positive,P0,"SVG_ATTR(Path, SkPath, SkPath()) protected: bool parseAndSetAttribute(const char*, const char*) override;",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGPath.h,SkSVGPath,onDraw,7,no,na,P3,"void onDraw(SkCanvas*, const SkSVGLengthContext&, const SkPaint&, SkPathFillType) const override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGPath.h,SkSVGPath,onAsPath,7,no,na,P3,SkPath onAsPath(const SkSVGRenderContext&) const override;,Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGPath.h,SkSVGPath,onObjectBoundingBox,7,no,na,P3,SkRect onObjectBoundingBox(const SkSVGRenderContext&) const override;,Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGPattern.h,SkSVGPattern,Make,9,yes,real_gap,P3,static sk_sp<SkSVGPattern> Make() { return sk_sp<SkSVGPattern>(new SkSVGPattern()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGPattern.h,SkSVGPattern,SVG_ATTR,9,no,false_positive,P0,"SVG_ATTR(Href, SkSVGIRI, SkSVGIRI()) SVG_OPTIONAL_ATTR(X , SkSVGLength) SVG_OPTIONAL_ATTR(Y , SkSVGLength) SVG_OPTIONAL_ATTR(Width , SkSVGLength) SVG_OPTIONAL_ATTR(Height , SkSVGLength) SVG_OPTIONAL_ATTR(PatternTransform, SkSVGTransformType",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGPattern.h,SkSVGPattern,parseAndSetAttribute,9,no,na,P3,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGPattern.h,SkSVGPattern,onAsPaint,9,no,na,P3,"bool onAsPaint(const SkSVGRenderContext&, SkPaint*) const override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGPoly.h,SkSVGPoly,MakePolygon,8,yes,real_gap,P3,static sk_sp<SkSVGPoly> MakePolygon() { return sk_sp<SkSVGPoly>(new SkSVGPoly(SkSVGTag::kPolygon)); },Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGPoly.h,SkSVGPoly,MakePolyline,8,yes,real_gap,P3,static sk_sp<SkSVGPoly> MakePolyline() { return sk_sp<SkSVGPoly>(new SkSVGPoly(SkSVGTag::kPolyline)); },Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGPoly.h,SkSVGPoly,SVG_ATTR,8,no,false_positive,P0,"SVG_ATTR(Points, SkSVGPointsType, SkSVGPointsType()) protected: bool parseAndSetAttribute(const char*, const char*) override;",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGPoly.h,SkSVGPoly,onDraw,8,no,na,P3,"void onDraw(SkCanvas*, const SkSVGLengthContext&, const SkPaint&, SkPathFillType) const override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGPoly.h,SkSVGPoly,onAsPath,8,no,na,P3,SkPath onAsPath(const SkSVGRenderContext&) const override;,Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGPoly.h,SkSVGPoly,onObjectBoundingBox,8,no,na,P3,SkRect onObjectBoundingBox(const SkSVGRenderContext&) const override;,Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGRadialGradient.h,SkSVGRadialGradient,Make,7,yes,real_gap,P3,static sk_sp<SkSVGRadialGradient> Make() { return sk_sp<SkSVGRadialGradient>(new SkSVGRadialGradient()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGRadialGradient.h,SkSVGRadialGradient,SVG_ATTR,7,no,false_positive,P0,"SVG_ATTR(Cx, SkSVGLength, SkSVGLength(50, SkSVGLength::Unit::kPercentage)) SVG_ATTR(Cy, SkSVGLength, SkSVGLength(50, SkSVGLength::Unit::kPercentage)) SVG_ATTR(R, SkSVGLength, SkSVGLength(50, SkSVGLength::Unit::kPercentage)) SVG_OPTIONAL_ATT",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGRadialGradient.h,SkSVGRadialGradient,onMakeShader,7,no,na,P3,"sk_sp<SkShader> onMakeShader(const SkSVGRenderContext&, const SkColor4f*, const SkScalar*, int count, SkTileMode, const SkMatrix&) const override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGRect.h,SkSVGRect,Make,9,yes,real_gap,P3,static sk_sp<SkSVGRect> Make() { return sk_sp<SkSVGRect>(new SkSVGRect()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGRect.h,SkSVGRect,SVG_ATTR,9,no,false_positive,P0,"SVG_ATTR(X , SkSVGLength, SkSVGLength(0)) SVG_ATTR(Y , SkSVGLength, SkSVGLength(0)) SVG_ATTR(Width , SkSVGLength, SkSVGLength(0)) SVG_ATTR(Height, SkSVGLength, SkSVGLength(0)) SVG_OPTIONAL_ATTR(Rx, SkSVGLength) SVG_OPTIONAL_ATTR(Ry, SkSVGLe",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGRect.h,SkSVGRect,onDraw,9,no,na,P3,"void onDraw(SkCanvas*, const SkSVGLengthContext&, const SkPaint&, SkPathFillType) const override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGRect.h,SkSVGRect,onAsPath,9,no,na,P3,SkPath onAsPath(const SkSVGRenderContext&) const override;,Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGRect.h,SkSVGRect,onObjectBoundingBox,9,no,na,P3,SkRect onObjectBoundingBox(const SkSVGRenderContext&) const override;,Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGLengthContext,SkSVGLengthContext,20,no,na,P3,"SkSVGLengthContext(const SkSize& viewport, SkScalar dpi = 90) : fViewport(viewport), fDPI(dpi) {}",Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGLengthContext,viewPort,29,no,na,P3,const SkSize& viewPort() const { return fViewport; },Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGLengthContext,setViewPort,29,no,na,P3,void setViewPort(const SkSize& viewport) { fViewport = viewport; },Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGLengthContext,resolve,29,no,na,P3,"SkScalar resolve(const SkSVGLength&, LengthType) const;",Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGLengthContext,resolveRect,29,no,na,P3,"SkRect resolveRect(const SkSVGLength& x, const SkSVGLength& y, const SkSVGLength& w, const SkSVGLength& h) const;",Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGPresentationContext,SkSVGPresentationContext,43,no,na,P3,SkSVGPresentationContext();,Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
modules/svg,modules/svg/include/SkSVGRenderContext.h,SkSVGPresentationContext,SkSVGPresentationContext,43,no,na,P3,SkSVGPresentationContext(const SkSVGPresentationContext&) = default;,Phase 3 later/internal: SVG parser/render context plumbing is not an initial public C ABI target
