area,header,class,method,method_line,method_static,triage,priority,signature,note
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextures,GrYUVABackendTextures,57,no,real_gap,P2,GrYUVABackendTextures(GrYUVABackendTextures&&) = default;,Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextures,GrYUVABackendTextures,57,no,real_gap,P2,"GrYUVABackendTextures(const SkYUVAInfo&, const GrBackendTexture[SkYUVAInfo::kMaxPlanes], GrSurfaceOrigin textureOrigin);",Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextures,textures,57,no,real_gap,P2,"const std::array<GrBackendTexture, SkYUVAInfo::kMaxPlanes>& textures() const { return fTextures; }",Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/MutableTextureState.h,MutableTextureState,MutableTextureState,18,no,real_gap,P2,MutableTextureState() {},Phase 2: backend value wrapper/query API needed for GPU surface and texture interop
include/gpu,include/gpu/MutableTextureState.h,MutableTextureState,MutableTextureState,18,no,real_gap,P2,"MutableTextureState(VkImageLayout layout, uint32_t queueFamilyIndex) : fVkState(layout, queueFamilyIndex) , fBackend(BackendApi::kVulkan) , fIsValid(true) {}",Phase 2: backend value wrapper/query API needed for GPU surface and texture interop
include/gpu,include/gpu/MutableTextureState.h,MutableTextureState,MutableTextureState,18,no,real_gap,P2,"MutableTextureState(const MutableTextureState& that) : fBackend(that.fBackend), fIsValid(that.fIsValid) { if (!fIsValid) { return; } switch (fBackend) { case BackendApi::kVulkan: SkASSERT(that.fBackend == BackendApi::kVulkan); fVkState = th",Phase 2: backend value wrapper/query API needed for GPU surface and texture interop
include/gpu,include/gpu/MutableTextureState.h,MutableTextureState,getVkImageLayout,18,no,real_gap,P2,VkImageLayout getVkImageLayout() const { if (this->isValid() && fBackend != BackendApi::kVulkan) { return VK_IMAGE_LAYOUT_UNDEFINED; } return fVkState.getImageLayout(); },Phase 2: backend value wrapper/query API needed for GPU surface and texture interop
include/gpu,include/gpu/MutableTextureState.h,MutableTextureState,getQueueFamilyIndex,18,no,real_gap,P2,uint32_t getQueueFamilyIndex() const { if (this->isValid() && fBackend != BackendApi::kVulkan) { return VK_QUEUE_FAMILY_IGNORED; } return fVkState.getQueueFamilyIndex(); },Phase 2: backend value wrapper/query API needed for GPU surface and texture interop
include/gpu,include/gpu/MutableTextureState.h,MutableTextureState,backend,18,no,real_gap,P2,BackendApi backend() const { return fBackend; },Phase 2: backend value wrapper/query API needed for GPU surface and texture interop
include/gpu,include/gpu/MutableTextureState.h,MutableTextureState,isValid,18,no,real_gap,P2,bool isValid() const { return fIsValid; },Phase 2: backend value wrapper/query API needed for GPU surface and texture interop
include/gpu,include/gpu/ShaderErrorHandler.h,ShaderErrorHandler,~ShaderErrorHandler,8,no,false_positive,P0,virtual ~ShaderErrorHandler() = default;,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/ShaderErrorHandler.h,ShaderErrorHandler,compileError,8,no,real_gap,P3,"virtual void compileError(const char* shader, const char* errors) = 0;",Phase 2 later: GPU public API candidate pending backend-specific design
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DAlloc,~GrD3DAlloc,106,no,false_positive,P0,~GrD3DAlloc() override = default;,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DMemoryAllocator,createResource,111,no,na,P3,"virtual gr_cp<ID3D12Resource> createResource(D3D12_HEAP_TYPE, const D3D12_RESOURCE_DESC*, D3D12_RESOURCE_STATES initialResourceState, sk_sp<GrD3DAlloc>* allocation, const D3D12_CLEAR_VALUE*) = 0;",Phase 2 later: Direct3D backend is not enabled in current Reskia platform/build plan
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DMemoryAllocator,createAliasingResource,111,no,na,P3,"virtual gr_cp<ID3D12Resource> createAliasingResource(sk_sp<GrD3DAlloc>& allocation, uint64_t localOffset, const D3D12_RESOURCE_DESC*, D3D12_RESOURCE_STATES initialResourceState, const D3D12_CLEAR_VALUE*) = 0;",Phase 2 later: Direct3D backend is not enabled in current Reskia platform/build plan
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DTextureResourceInfo,GrD3DTextureResourceInfo,127,no,na,P3,GrD3DTextureResourceInfo() = default;,Phase 2 later: Direct3D backend is not enabled in current Reskia platform/build plan
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DTextureResourceInfo,GrD3DTextureResourceInfo,127,no,na,P3,"GrD3DTextureResourceInfo(ID3D12Resource* resource, const sk_sp<GrD3DAlloc> alloc, D3D12_RESOURCE_STATES resourceState, DXGI_FORMAT format, uint32_t sampleCount, uint32_t levelCount, unsigned int sampleQualityLevel, skgpu::Protected isProtec",Phase 2 later: Direct3D backend is not enabled in current Reskia platform/build plan
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DTextureResourceInfo,GrD3DTextureResourceInfo,127,no,na,P3,"GrD3DTextureResourceInfo(const GrD3DTextureResourceInfo& info, D3D12_RESOURCE_STATES resourceState) : fResource(info.fResource) , fAlloc(info.fAlloc) , fResourceState(resourceState) , fFormat(info.fFormat) , fSampleCount(info.fSampleCount) ",Phase 2 later: Direct3D backend is not enabled in current Reskia platform/build plan
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DTextureResourceInfo,operator==,127,no,na,P3,bool operator==(const GrD3DTextureResourceInfo& that) const { return fResource == that.fResource && fResourceState == that.fResourceState && fFormat == that.fFormat && fSampleCount == that.fSampleCount && fLevelCount == that.fLevelCount && ,Phase 2 later: Direct3D backend is not enabled in current Reskia platform/build plan
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DFenceInfo,GrD3DFenceInfo,176,no,na,P3,"GrD3DFenceInfo() : fFence(nullptr) , fValue(0) { }",Phase 2 later: Direct3D backend is not enabled in current Reskia platform/build plan
include/gpu,include/gpu/ganesh/GrExternalTextureGenerator.h,GrExternalTexture,~GrExternalTexture,17,no,false_positive,P0,virtual ~GrExternalTexture() = default;,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/ganesh/GrExternalTextureGenerator.h,GrExternalTexture,getBackendTexture,17,no,real_gap,P2,virtual GrBackendTexture getBackendTexture() = 0;,Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/ganesh/GrExternalTextureGenerator.h,GrExternalTexture,dispose,17,no,real_gap,P2,virtual void dispose() = 0;,Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/ganesh/GrExternalTextureGenerator.h,GrExternalTextureGenerator,GrExternalTextureGenerator,24,no,real_gap,P2,GrExternalTextureGenerator(const SkImageInfo& info);,Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/ganesh/GrExternalTextureGenerator.h,GrExternalTextureGenerator,onGenerateTexture,24,no,real_gap,P2,"GrSurfaceProxyView onGenerateTexture(GrRecordingContext*, const SkImageInfo&, skgpu::Mipmapped, GrImageTexGenPolicy) override;",Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/ganesh/GrExternalTextureGenerator.h,GrExternalTextureGenerator,generateExternalTexture,24,no,real_gap,P2,"virtual std::unique_ptr<GrExternalTexture> generateExternalTexture(GrRecordingContext *, skgpu::Mipmapped) = 0;",Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/gl/GrGLExtensions.h,GrGLExtensions,GrGLExtensions,13,no,na,P3,GrGLExtensions() {},Phase 2 later: GL backend is not part of the current prioritized Ganesh/Graphite Metal/Vulkan path
include/gpu,include/gpu/gl/GrGLExtensions.h,GrGLExtensions,GrGLExtensions,13,no,na,P3,GrGLExtensions(const GrGLExtensions&);,Phase 2 later: GL backend is not part of the current prioritized Ganesh/Graphite Metal/Vulkan path
include/gpu,include/gpu/gl/GrGLExtensions.h,GrGLExtensions,swap,13,no,na,P3,"void swap(GrGLExtensions* that) { using std::swap; swap(fStrings, that->fStrings); swap(fInitialized, that->fInitialized); }",Phase 2 later: GL backend is not part of the current prioritized Ganesh/Graphite Metal/Vulkan path
include/gpu,include/gpu/gl/GrGLExtensions.h,GrGLExtensions,init,13,no,na,P3,"bool init(GrGLStandard standard, GrGLFunction<GrGLGetStringFn> getString, GrGLFunction<GrGLGetStringiFn> getStringi, GrGLFunction<GrGLGetIntegervFn> getIntegerv, GrGLFunction<GrEGLQueryStringFn> queryString = nullptr, GrEGLDisplay eglDispla",Phase 2 later: GL backend is not part of the current prioritized Ganesh/Graphite Metal/Vulkan path
include/gpu,include/gpu/gl/GrGLExtensions.h,GrGLExtensions,isInitialized,13,no,na,P3,bool isInitialized() const { return fInitialized; },Phase 2 later: GL backend is not part of the current prioritized Ganesh/Graphite Metal/Vulkan path
include/gpu,include/gpu/gl/GrGLExtensions.h,GrGLExtensions,has,13,no,na,P3,bool has(const char[]) const;,Phase 2 later: GL backend is not part of the current prioritized Ganesh/Graphite Metal/Vulkan path
include/gpu,include/gpu/gl/GrGLExtensions.h,GrGLExtensions,remove,13,no,na,P3,bool remove(const char[]);,Phase 2 later: GL backend is not part of the current prioritized Ganesh/Graphite Metal/Vulkan path
include/gpu,include/gpu/gl/GrGLExtensions.h,GrGLExtensions,add,13,no,na,P3,void add(const char[]);,Phase 2 later: GL backend is not part of the current prioritized Ganesh/Graphite Metal/Vulkan path
include/gpu,include/gpu/gl/GrGLExtensions.h,GrGLExtensions,reset,13,no,na,P3,void reset() { fStrings.clear(); },Phase 2 later: GL backend is not part of the current prioritized Ganesh/Graphite Metal/Vulkan path
include/gpu,include/gpu/gl/GrGLExtensions.h,GrGLExtensions,dumpJSON,13,no,na,P3,void dumpJSON(SkJSONWriter*) const;,Phase 2 later: GL backend is not part of the current prioritized Ganesh/Graphite Metal/Vulkan path
include/gpu,include/gpu/gl/GrGLInterface.h,GrGLInterface,GrGLInterface,18,no,na,P3,GrGLInterface();,Phase 2 later: GL backend is not part of the current prioritized Ganesh/Graphite Metal/Vulkan path
include/gpu,include/gpu/gl/GrGLInterface.h,GrGLInterface,validate,18,no,na,P3,bool validate() const;,Phase 2 later: GL backend is not part of the current prioritized Ganesh/Graphite Metal/Vulkan path
include/gpu,include/gpu/gl/GrGLInterface.h,GrGLInterface,checkError,18,no,na,P3,"GrGLenum checkError(const char* location, const char* call) const;",Phase 2 later: GL backend is not part of the current prioritized Ganesh/Graphite Metal/Vulkan path
include/gpu,include/gpu/gl/GrGLInterface.h,GrGLInterface,checkAndResetOOMed,18,no,na,P3,bool checkAndResetOOMed() const;,Phase 2 later: GL backend is not part of the current prioritized Ganesh/Graphite Metal/Vulkan path
include/gpu,include/gpu/gl/GrGLInterface.h,GrGLInterface,suppressErrorLogging,18,no,na,P3,void suppressErrorLogging();,Phase 2 later: GL backend is not part of the current prioritized Ganesh/Graphite Metal/Vulkan path
include/gpu,include/gpu/gl/GrGLInterface.h,GrGLInterface,GrGLInterface,18,no,na,P3,"GrGLInterface(const GrGLInterface& that) : fStandard(that.fStandard) , fExtensions(that.fExtensions) , fFunctions(that.fFunctions) {}",Phase 2 later: GL backend is not part of the current prioritized Ganesh/Graphite Metal/Vulkan path
include/gpu,include/gpu/gl/GrGLInterface.h,GrGLInterface,hasExtension,51,no,na,P3,bool hasExtension(const char ext[]) const { return fExtensions.has(ext); },Phase 2 later: GL backend is not part of the current prioritized Ganesh/Graphite Metal/Vulkan path
include/gpu,include/gpu/gl/GrGLInterface.h,GrGLInterface,abandon,51,no,na,P3,virtual void abandon() const;,Phase 2 later: GL backend is not part of the current prioritized Ganesh/Graphite Metal/Vulkan path
include/gpu,include/gpu/gl/GrGLTypes.h,GrGLTextureInfo,operator==,153,no,na,P3,bool operator==(const GrGLTextureInfo& that) const { return fTarget == that.fTarget && fID == that.fID && fFormat == that.fFormat && fProtected == that.fProtected; },Phase 2 later: GL backend is not part of the current prioritized Ganesh/Graphite Metal/Vulkan path
include/gpu,include/gpu/gl/GrGLTypes.h,GrGLTextureInfo,isProtected,153,no,na,P3,bool isProtected() const { return fProtected == skgpu::Protected::kYes; },Phase 2 later: GL backend is not part of the current prioritized Ganesh/Graphite Metal/Vulkan path
include/gpu,include/gpu/gl/GrGLTypes.h,GrGLFramebufferInfo,operator==,169,no,na,P3,bool operator==(const GrGLFramebufferInfo& that) const { return fFBOID == that.fFBOID && fFormat == that.fFormat && fProtected == that.fProtected; },Phase 2 later: GL backend is not part of the current prioritized Ganesh/Graphite Metal/Vulkan path
include/gpu,include/gpu/gl/GrGLTypes.h,GrGLFramebufferInfo,isProtected,169,no,na,P3,bool isProtected() const { return fProtected == skgpu::Protected::kYes; },Phase 2 later: GL backend is not part of the current prioritized Ganesh/Graphite Metal/Vulkan path
include/gpu,include/gpu/graphite/BackendSemaphore.h,BackendSemaphore,BackendSemaphore,15,no,real_gap,P2,BackendSemaphore();,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendSemaphore.h,BackendSemaphore,BackendSemaphore,15,no,real_gap,P2,"BackendSemaphore(CFTypeRef mtlEvent, uint64_t value);","Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendSemaphore.h,BackendSemaphore,BackendSemaphore,15,no,real_gap,P2,BackendSemaphore(VkSemaphore semaphore);,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendSemaphore.h,BackendSemaphore,BackendSemaphore,15,no,real_gap,P2,BackendSemaphore(const BackendSemaphore&);,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendSemaphore.h,BackendSemaphore,~BackendSemaphore,15,no,false_positive,P0,~BackendSemaphore();,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/graphite/BackendSemaphore.h,BackendSemaphore,isValid,15,no,real_gap,P2,bool isValid() const { return fIsValid; },"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendSemaphore.h,BackendSemaphore,backend,15,no,real_gap,P2,BackendApi backend() const { return fBackend; },"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendSemaphore.h,BackendSemaphore,getMtlEvent,15,no,real_gap,P2,CFTypeRef getMtlEvent() const;,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendSemaphore.h,BackendSemaphore,getMtlValue,15,no,real_gap,P2,uint64_t getMtlValue() const;,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendSemaphore.h,BackendSemaphore,getVkSemaphore,15,no,real_gap,P2,VkSemaphore getVkSemaphore() const;,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendTexture.h,BackendTexture,BackendTexture,26,no,real_gap,P2,BackendTexture();,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendTexture.h,BackendTexture,BackendTexture,26,no,real_gap,P2,BackendTexture(WGPUTexture texture);,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendTexture.h,BackendTexture,BackendTexture,26,no,real_gap,P2,"BackendTexture(SkISize planeDimensions, const DawnTextureInfo& info, WGPUTexture texture);","Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendTexture.h,BackendTexture,BackendTexture,26,no,real_gap,P2,"BackendTexture(SkISize dimensions, CFTypeRef mtlTexture);","Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendTexture.h,BackendTexture,BackendTexture,26,no,real_gap,P2,"BackendTexture(SkISize dimensions, const VulkanTextureInfo&, VkImageLayout, uint32_t queueFamilyIndex, VkImage, VulkanAlloc);","Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendTexture.h,BackendTexture,BackendTexture,26,no,real_gap,P2,BackendTexture(const BackendTexture&);,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendTexture.h,BackendTexture,~BackendTexture,26,no,false_positive,P0,~BackendTexture();,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/graphite/BackendTexture.h,BackendTexture,operator==,26,no,real_gap,P2,bool operator==(const BackendTexture&) const;,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendTexture.h,BackendTexture,operator!=,26,no,real_gap,P2,bool operator!=(const BackendTexture& that) const { return !(*this == that); },"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendTexture.h,BackendTexture,isValid,26,no,real_gap,P2,bool isValid() const { return fInfo.isValid(); },"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendTexture.h,BackendTexture,backend,26,no,real_gap,P2,BackendApi backend() const { return fInfo.backend(); },"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendTexture.h,BackendTexture,dimensions,26,no,real_gap,P2,SkISize dimensions() const { return fDimensions; },"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendTexture.h,BackendTexture,info,26,no,real_gap,P2,const TextureInfo& info() const { return fInfo; },"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendTexture.h,BackendTexture,setMutableState,26,no,real_gap,P2,void setMutableState(const skgpu::MutableTextureState&);,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendTexture.h,BackendTexture,getDawnTexturePtr,26,no,real_gap,P2,WGPUTexture getDawnTexturePtr() const;,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendTexture.h,BackendTexture,getMtlTexture,26,no,real_gap,P2,CFTypeRef getMtlTexture() const;,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendTexture.h,BackendTexture,getVkImage,26,no,real_gap,P2,VkImage getVkImage() const;,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendTexture.h,BackendTexture,getVkImageLayout,26,no,real_gap,P2,VkImageLayout getVkImageLayout() const;,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendTexture.h,BackendTexture,getVkQueueFamilyIndex,26,no,real_gap,P2,uint32_t getVkQueueFamilyIndex() const;,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/BackendTexture.h,BackendTexture,getMemoryAlloc,26,no,real_gap,P2,const VulkanAlloc* getMemoryAlloc() const;,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Context.h,Context,~Context,35,no,false_positive,P0,~Context();,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/graphite/Context.h,Context,backend,35,no,real_gap,P2,BackendApi backend() const;,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Context.h,Context,makeRecorder,35,no,real_gap,P2,std::unique_ptr<Recorder> makeRecorder(const RecorderOptions& = {});,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Context.h,Context,insertRecording,35,no,real_gap,P2,bool insertRecording(const InsertRecordingInfo&);,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Context.h,Context,submit,35,no,real_gap,P2,bool submit(SyncToCpu = SyncToCpu::kNo);,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Context.h,Context,asyncRescaleAndReadPixels,35,no,real_gap,P2,"void asyncRescaleAndReadPixels(const SkImage* image, const SkImageInfo& dstImageInfo, const SkIRect& srcRect, SkImage::RescaleGamma rescaleGamma, SkImage::RescaleMode rescaleMode, SkImage::ReadPixelsCallback callback, SkImage::ReadPixelsCon","Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Context.h,Context,asyncRescaleAndReadPixels,35,no,real_gap,P2,"void asyncRescaleAndReadPixels(const SkSurface* surface, const SkImageInfo& dstImageInfo, const SkIRect& srcRect, SkImage::RescaleGamma rescaleGamma, SkImage::RescaleMode rescaleMode, SkImage::ReadPixelsCallback callback, SkImage::ReadPixel","Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Context.h,Context,asyncRescaleAndReadPixelsYUV420,35,no,real_gap,P2,"void asyncRescaleAndReadPixelsYUV420(const SkImage*, SkYUVColorSpace yuvColorSpace, sk_sp<SkColorSpace> dstColorSpace, const SkIRect& srcRect, const SkISize& dstSize, SkImage::RescaleGamma rescaleGamma, SkImage::RescaleMode rescaleMode, SkI","Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Context.h,Context,asyncRescaleAndReadPixelsYUV420,35,no,real_gap,P2,"void asyncRescaleAndReadPixelsYUV420(const SkSurface*, SkYUVColorSpace yuvColorSpace, sk_sp<SkColorSpace> dstColorSpace, const SkIRect& srcRect, const SkISize& dstSize, SkImage::RescaleGamma rescaleGamma, SkImage::RescaleMode rescaleMode, S","Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Context.h,Context,asyncRescaleAndReadPixelsYUVA420,35,no,real_gap,P2,"void asyncRescaleAndReadPixelsYUVA420(const SkImage*, SkYUVColorSpace yuvColorSpace, sk_sp<SkColorSpace> dstColorSpace, const SkIRect& srcRect, const SkISize& dstSize, SkImage::RescaleGamma rescaleGamma, SkImage::RescaleMode rescaleMode, Sk","Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Context.h,Context,asyncRescaleAndReadPixelsYUVA420,35,no,real_gap,P2,"void asyncRescaleAndReadPixelsYUVA420(const SkSurface*, SkYUVColorSpace yuvColorSpace, sk_sp<SkColorSpace> dstColorSpace, const SkIRect& srcRect, const SkISize& dstSize, SkImage::RescaleGamma rescaleGamma, SkImage::RescaleMode rescaleMode, ","Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Context.h,Context,checkAsyncWorkCompletion,35,no,real_gap,P2,void checkAsyncWorkCompletion();,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Context.h,Context,deleteBackendTexture,35,no,real_gap,P2,void deleteBackendTexture(const BackendTexture&);,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Context.h,Context,freeGpuResources,35,no,real_gap,P2,void freeGpuResources();,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Context.h,Context,performDeferredCleanup,35,no,real_gap,P2,void performDeferredCleanup(std::chrono::milliseconds msNotUsed);,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Context.h,Context,currentBudgetedBytes,35,no,real_gap,P2,size_t currentBudgetedBytes() const;,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Context.h,Context,dumpMemoryStatistics,35,no,real_gap,P2,void dumpMemoryStatistics(SkTraceMemoryDump* traceMemoryDump) const;,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Context.h,Context,supportsProtectedContent,35,no,real_gap,P2,bool supportsProtectedContent() const;,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Context.h,Context,priv,35,no,na,P0,ContextPriv priv();,testing/private helper is not part of stable C ABI surface
include/gpu,include/gpu/graphite/Context.h,Context,priv,35,no,na,P0,const ContextPriv priv() const;,testing/private helper is not part of stable C ABI surface
include/gpu,include/gpu/graphite/Context.h,Context,contextID,147,no,real_gap,P2,ContextID contextID() const { return fContextID; },"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/ContextOptions.h,ContextOptions,ContextOptions,13,no,real_gap,P2,ContextOptions() {},Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/graphite/ImageProvider.h,ImageProvider,findOrCreate,12,no,real_gap,P2,"virtual sk_sp<SkImage> findOrCreate(Recorder* recorder, const SkImage* image, SkImage::RequiredProperties) = 0;",Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/graphite/Recorder.h,RecorderOptions,RecorderOptions,54,no,real_gap,P2,RecorderOptions();,Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/graphite/Recorder.h,RecorderOptions,RecorderOptions,54,no,real_gap,P2,RecorderOptions(const RecorderOptions&);,Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/graphite/Recorder.h,RecorderOptions,~RecorderOptions,54,no,false_positive,P0,~RecorderOptions();,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,~Recorder,66,no,false_positive,P0,~Recorder();,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,snap,66,no,real_gap,P2,std::unique_ptr<Recording> snap();,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,clientImageProvider,66,no,real_gap,P2,ImageProvider* clientImageProvider() { return fClientImageProvider.get(); },"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,clientImageProvider,66,no,real_gap,P2,const ImageProvider* clientImageProvider() const { return fClientImageProvider.get(); },"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,createBackendTexture,66,no,real_gap,P2,"BackendTexture createBackendTexture(SkISize dimensions, const TextureInfo&);","Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,updateBackendTexture,66,no,real_gap,P2,"bool updateBackendTexture(const BackendTexture&, const SkPixmap srcData[], int numLevels);","Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,deleteBackendTexture,66,no,real_gap,P2,void deleteBackendTexture(const BackendTexture&);,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,addFinishInfo,66,no,real_gap,P2,void addFinishInfo(const InsertFinishInfo&);,"Phase 2: Graphite context/recorder/backend object API, gated by Graphite backend options"
