area,header,class,class_kind,class_line,class_status,method,method_line,method_static,method_status,matched_capi,signature,note
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,conicTo,17,no,covered,SkPathBuilder_conicTo,"SkPathBuilder& conicTo(const SkPoint pts[2], SkScalar w) { return this->conicTo(pts[0], pts[1], w); }",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,cubicTo,17,no,covered,SkPathBuilder_cubicTo,"SkPathBuilder& cubicTo(SkPoint pt1, SkPoint pt2, SkPoint pt3);",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,cubicTo,17,no,covered,SkPathBuilder_cubicTo,"SkPathBuilder& cubicTo(SkScalar x1, SkScalar y1, SkScalar x2, SkScalar y2, SkScalar x3, SkScalar y3) { return this->cubicTo(SkPoint::Make(x1, y1), SkPoint::Make(x2, y2), SkPoint::Make(x3, y3)); }",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,cubicTo,17,no,covered,SkPathBuilder_cubicTo,"SkPathBuilder& cubicTo(const SkPoint pts[3]) { return this->cubicTo(pts[0], pts[1], pts[2]); }",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,close,17,no,covered,SkPathBuilder_close,SkPathBuilder& close();,
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,polylineTo,17,no,covered,SkPathBuilder_polylineTo,"SkPathBuilder& polylineTo(const SkPoint pts[], int count);",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,polylineTo,17,no,covered,SkPathBuilder_polylineTo,"SkPathBuilder& polylineTo(const std::initializer_list<SkPoint>& list) { return this->polylineTo(list.begin(), SkToInt(list.size())); }",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,rLineTo,17,no,covered,SkPathBuilder_rLineTo,SkPathBuilder& rLineTo(SkPoint pt);,
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,rLineTo,17,no,covered,SkPathBuilder_rLineTo,"SkPathBuilder& rLineTo(SkScalar x, SkScalar y) { return this->rLineTo({x, y}); }",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,rQuadTo,17,no,covered,SkPathBuilder_rQuadTo,"SkPathBuilder& rQuadTo(SkPoint pt1, SkPoint pt2);",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,rQuadTo,17,no,covered,SkPathBuilder_rQuadTo,"SkPathBuilder& rQuadTo(SkScalar x1, SkScalar y1, SkScalar x2, SkScalar y2) { return this->rQuadTo({x1, y1}, {x2, y2}); }",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,rConicTo,17,no,covered,SkPathBuilder_rConicTo,"SkPathBuilder& rConicTo(SkPoint p1, SkPoint p2, SkScalar w);",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,rConicTo,17,no,covered,SkPathBuilder_rConicTo,"SkPathBuilder& rConicTo(SkScalar x1, SkScalar y1, SkScalar x2, SkScalar y2, SkScalar w) { return this->rConicTo({x1, y1}, {x2, y2}, w); }",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,rCubicTo,17,no,covered,SkPathBuilder_rCubicTo,"SkPathBuilder& rCubicTo(SkPoint pt1, SkPoint pt2, SkPoint pt3);",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,rCubicTo,17,no,covered,SkPathBuilder_rCubicTo,"SkPathBuilder& rCubicTo(SkScalar x1, SkScalar y1, SkScalar x2, SkScalar y2, SkScalar x3, SkScalar y3) { return this->rCubicTo({x1, y1}, {x2, y2}, {x3, y3}); }",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,arcTo,17,no,covered,SkPathBuilder_arcTo,"SkPathBuilder& arcTo(const SkRect& oval, SkScalar startAngleDeg, SkScalar sweepAngleDeg, bool forceMoveTo);",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,arcTo,17,no,covered,SkPathBuilder_arcTo,"SkPathBuilder& arcTo(SkPoint p1, SkPoint p2, SkScalar radius);",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,arcTo,104,no,covered,SkPathBuilder_arcTo,"SkPathBuilder& arcTo(SkPoint r, SkScalar xAxisRotate, ArcSize largeArc, SkPathDirection sweep, SkPoint xy);",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,addArc,104,no,covered,SkPathBuilder_addArc,"SkPathBuilder& addArc(const SkRect& oval, SkScalar startAngleDeg, SkScalar sweepAngleDeg);",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,addRect,104,no,covered,SkPathBuilder_addRect,"SkPathBuilder& addRect(const SkRect&, SkPathDirection, unsigned startIndex);",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,addOval,104,no,covered,SkPathBuilder_addOval,"SkPathBuilder& addOval(const SkRect&, SkPathDirection, unsigned startIndex);",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,addRRect,104,no,covered,SkPathBuilder_addRRect,"SkPathBuilder& addRRect(const SkRRect&, SkPathDirection, unsigned startIndex);",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,addRect,104,no,covered,SkPathBuilder_addRect,"SkPathBuilder& addRect(const SkRect& rect, SkPathDirection dir = SkPathDirection::kCW) { return this->addRect(rect, dir, 0); }",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,addOval,104,no,covered,SkPathBuilder_addOval,"SkPathBuilder& addOval(const SkRect& rect, SkPathDirection dir = SkPathDirection::kCW) { return this->addOval(rect, dir, 1); }",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,addRRect,104,no,covered,SkPathBuilder_addRRect,"SkPathBuilder& addRRect(const SkRRect& rrect, SkPathDirection dir = SkPathDirection::kCW) { return this->addRRect(rrect, dir, dir == SkPathDirection::kCW ? 6 : 7); }",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,addCircle,104,no,covered,SkPathBuilder_addCircle,"SkPathBuilder& addCircle(SkScalar center_x, SkScalar center_y, SkScalar radius, SkPathDirection dir = SkPathDirection::kCW);",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,addPolygon,104,no,covered,SkPathBuilder_addPolygon,"SkPathBuilder& addPolygon(const SkPoint pts[], int count, bool isClosed);",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,addPolygon,104,no,covered,SkPathBuilder_addPolygon,"SkPathBuilder& addPolygon(const std::initializer_list<SkPoint>& list, bool isClosed) { return this->addPolygon(list.begin(), SkToInt(list.size()), isClosed); }",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,addPath,104,no,covered,SkPathBuilder_addPath,SkPathBuilder& addPath(const SkPath&);,
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,incReserve,104,no,covered,SkPathBuilder_incReserve,"void incReserve(int extraPtCount, int extraVerbCount);",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,incReserve,104,no,covered,SkPathBuilder_incReserve,"void incReserve(int extraPtCount) { this->incReserve(extraPtCount, extraPtCount); }",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,offset,104,no,covered,SkPathBuilder_offset,"SkPathBuilder& offset(SkScalar dx, SkScalar dy);",
include/core,include/core/SkPathBuilder.h,SkPathBuilder,class,16,covered,toggleInverseFillType,104,no,covered,SkPathBuilder_toggleInverseFillType,SkPathBuilder& toggleInverseFillType() { fFillType = (SkPathFillType)((unsigned)fFillType ^ 2); return *this; },
include/core,include/core/SkPathEffect.h,SkPathEffect,class,15,covered,MakeSum,16,yes,covered,SkPathEffect_MakeSum,"static sk_sp<SkPathEffect> MakeSum(sk_sp<SkPathEffect> first, sk_sp<SkPathEffect> second);",
include/core,include/core/SkPathEffect.h,SkPathEffect,class,15,covered,MakeCompose,16,yes,covered,SkPathEffect_MakeCompose,"static sk_sp<SkPathEffect> MakeCompose(sk_sp<SkPathEffect> outer, sk_sp<SkPathEffect> inner);",
include/core,include/core/SkPathEffect.h,SkPathEffect,class,15,covered,GetFlattenableType,16,yes,covered,SkPathEffect_GetFlattenableType,static SkFlattenable::Type GetFlattenableType() { return kSkPathEffect_Type; },
include/core,include/core/SkPathEffect.h,SkPathEffect,class,15,covered,filterPath,16,no,covered,SkPathEffect_filterPath,"bool filterPath(SkPath* dst, const SkPath& src, SkStrokeRec*, const SkRect* cullR) const;",
include/core,include/core/SkPathEffect.h,SkPathEffect,class,15,covered,filterPath,16,no,covered,SkPathEffect_filterPath,"bool filterPath(SkPath* dst, const SkPath& src, SkStrokeRec*, const SkRect* cullR, const SkMatrix& ctm) const;",
include/core,include/core/SkPathEffect.h,SkPathEffect,class,15,covered,needsCTM,16,no,covered,SkPathEffect_needsCTM,bool needsCTM() const;,
include/core,include/core/SkPathEffect.h,SkPathEffect,class,15,covered,Deserialize,16,yes,covered,SkPathEffect_Deserialize,"static sk_sp<SkPathEffect> Deserialize(const void* data, size_t size, const SkDeserialProcs* procs = nullptr);",
include/core,include/core/SkPathMeasure.h,SkPathMeasure,class,13,covered,SkPathMeasure,14,no,covered,SkPathMeasure_new|SkPathMeasure_newWithPathForceClosedAndResScale,SkPathMeasure();,
include/core,include/core/SkPathMeasure.h,SkPathMeasure,class,13,covered,SkPathMeasure,14,no,covered,SkPathMeasure_new|SkPathMeasure_newWithPathForceClosedAndResScale,"SkPathMeasure(const SkPath& path, bool forceClosed, SkScalar resScale = 1);",
include/core,include/core/SkPathMeasure.h,SkPathMeasure,class,13,covered,~SkPathMeasure,14,no,covered,SkPathMeasure_delete,~SkPathMeasure();,
include/core,include/core/SkPathMeasure.h,SkPathMeasure,class,13,covered,SkPathMeasure,14,no,covered,SkPathMeasure_new|SkPathMeasure_newWithPathForceClosedAndResScale,SkPathMeasure(SkPathMeasure&&) = default;,
include/core,include/core/SkPathMeasure.h,SkPathMeasure,class,13,covered,setPath,14,no,covered,SkPathMeasure_setPath,"void setPath(const SkPath*, bool forceClosed);",
include/core,include/core/SkPathMeasure.h,SkPathMeasure,class,13,covered,getLength,14,no,covered,SkPathMeasure_getLength,SkScalar getLength();,
include/core,include/core/SkPathMeasure.h,SkPathMeasure,class,13,covered,getPosTan,14,no,covered,SkPathMeasure_getPosTan,"bool getPosTan(SkScalar distance, SkPoint* position, SkVector* tangent);",
include/core,include/core/SkPathMeasure.h,SkPathMeasure,class,13,covered,getMatrix,37,no,covered,SkPathMeasure_getMatrix,"bool getMatrix(SkScalar distance, SkMatrix* matrix, MatrixFlags flags = kGetPosAndTan_MatrixFlag);",
include/core,include/core/SkPathMeasure.h,SkPathMeasure,class,13,covered,getSegment,37,no,covered,SkPathMeasure_getSegment,"bool getSegment(SkScalar startD, SkScalar stopD, SkPath* dst, bool startWithMoveTo);",
include/core,include/core/SkPathMeasure.h,SkPathMeasure,class,13,covered,isClosed,37,no,covered,SkPathMeasure_isClosed,bool isClosed();,
include/core,include/core/SkPathMeasure.h,SkPathMeasure,class,13,covered,nextContour,37,no,covered,SkPathMeasure_nextContour,bool nextContour();,
include/core,include/core/SkPathMeasure.h,SkPathMeasure,class,13,covered,dump,37,no,covered,SkPathMeasure_dump,void dump();,
include/core,include/core/SkPathMeasure.h,SkPathMeasure,class,13,covered,currentMeasure,37,no,covered,SkPathMeasure_currentMeasure,const SkContourMeasure* currentMeasure() const { return fContour.get(); },
include/core,include/core/SkPathTypes.h,SkPathFillType,class,4,missing,,,,no_public_methods_found,,,public method extraction found no methods
include/core,include/core/SkPathTypes.h,SkPathDirection,class,27,missing,,,,no_public_methods_found,,,public method extraction found no methods
include/core,include/core/SkPathTypes.h,SkPathVerb,class,41,missing,,,,no_public_methods_found,,,public method extraction found no methods
include/core,include/core/SkPicture.h,SkPicture,class,22,covered,~SkPicture,23,no,false_positive,SkPicture_MakeFromData|SkPicture_MakeFromMemory|SkPicture_MakeFromStream|SkPicture_MakePlaceholder|SkPicture_approximateBytesUsed|SkPicture_approximateOpCount|SkPicture_cullRect|SkPicture_makeShader,~SkPicture() override;,destructor is already represented by release/delete/unref conventions or is not public construction surface
include/core,include/core/SkPicture.h,SkPicture,class,22,covered,MakeFromStream,23,yes,covered,SkPicture_MakeFromStream,"static sk_sp<SkPicture> MakeFromStream(SkStream* stream, const SkDeserialProcs* procs = nullptr);",
include/core,include/core/SkPicture.h,SkPicture,class,22,covered,MakeFromData,23,yes,covered,SkPicture_MakeFromData,"static sk_sp<SkPicture> MakeFromData(const SkData* data, const SkDeserialProcs* procs = nullptr);",
include/core,include/core/SkPicture.h,SkPicture,class,22,covered,MakeFromData,23,yes,covered,SkPicture_MakeFromData,"static sk_sp<SkPicture> MakeFromData(const void* data, size_t size, const SkDeserialProcs* procs = nullptr);",
include/core,include/core/SkPicture.h,SkPicture,class,22,covered,playback,52,no,covered,SkPicture_playback,"virtual void playback(SkCanvas* canvas, AbortCallback* callback = nullptr) const = 0;",
include/core,include/core/SkPicture.h,SkPicture,class,22,covered,cullRect,52,no,covered,SkPicture_cullRect,virtual SkRect cullRect() const = 0;,
include/core,include/core/SkPicture.h,SkPicture,class,22,covered,uniqueID,52,no,covered,SkPicture_uniqueID,uint32_t uniqueID() const { return fUniqueID; },
include/core,include/core/SkPicture.h,SkPicture,class,22,covered,serialize,52,no,covered,SkPicture_serialize,sk_sp<SkData> serialize(const SkSerialProcs* procs = nullptr) const;,
include/core,include/core/SkPicture.h,SkPicture,class,22,covered,serialize,52,no,covered,SkPicture_serialize,"void serialize(SkWStream* stream, const SkSerialProcs* procs = nullptr) const;",
include/core,include/core/SkPicture.h,SkPicture,class,22,covered,MakePlaceholder,52,yes,covered,SkPicture_MakePlaceholder,static sk_sp<SkPicture> MakePlaceholder(SkRect cull);,
include/core,include/core/SkPicture.h,SkPicture,class,22,covered,approximateOpCount,52,no,covered,SkPicture_approximateOpCount,virtual int approximateOpCount(bool nested = false) const = 0;,
include/core,include/core/SkPicture.h,SkPicture,class,22,covered,approximateBytesUsed,52,no,covered,SkPicture_approximateBytesUsed,virtual size_t approximateBytesUsed() const = 0;,
include/core,include/core/SkPicture.h,SkPicture,class,22,covered,makeShader,52,no,covered,SkPicture_makeShader,"sk_sp<SkShader> makeShader(SkTileMode tmx, SkTileMode tmy, SkFilterMode mode, const SkMatrix* localMatrix, const SkRect* tileRect) const;",
include/core,include/core/SkPicture.h,SkPicture,class,22,covered,makeShader,52,no,covered,SkPicture_makeShader,"sk_sp<SkShader> makeShader(SkTileMode tmx, SkTileMode tmy, SkFilterMode mode) const { return this->makeShader(tmx, tmy, mode, nullptr, nullptr); }",
include/core,include/core/SkPictureRecorder.h,SkPictureRecorder,class,22,covered,SkPictureRecorder,23,no,covered,SkPictureRecorder_new,SkPictureRecorder();,
include/core,include/core/SkPictureRecorder.h,SkPictureRecorder,class,22,covered,~SkPictureRecorder,23,no,covered,SkPictureRecorder_delete,~SkPictureRecorder();,
include/core,include/core/SkPictureRecorder.h,SkPictureRecorder,class,22,covered,beginRecording,23,no,covered,SkPictureRecorder_beginRecording,"SkCanvas* beginRecording(const SkRect& bounds, sk_sp<SkBBoxHierarchy> bbh);",
include/core,include/core/SkPictureRecorder.h,SkPictureRecorder,class,22,covered,beginRecording,23,no,covered,SkPictureRecorder_beginRecording,"SkCanvas* beginRecording(const SkRect& bounds, SkBBHFactory* bbhFactory = nullptr);",
include/core,include/core/SkPictureRecorder.h,SkPictureRecorder,class,22,covered,beginRecording,23,no,covered,SkPictureRecorder_beginRecording,"SkCanvas* beginRecording(SkScalar width, SkScalar height, SkBBHFactory* bbhFactory = nullptr) { return this->beginRecording(SkRect::MakeWH(width, height), bbhFactory); }",
include/core,include/core/SkPictureRecorder.h,SkPictureRecorder,class,22,covered,getRecordingCanvas,23,no,covered,SkPictureRecorder_getRecordingCanvas,SkCanvas* getRecordingCanvas();,
include/core,include/core/SkPictureRecorder.h,SkPictureRecorder,class,22,covered,finishRecordingAsPicture,23,no,covered,SkPictureRecorder_finishRecordingAsPicture,sk_sp<SkPicture> finishRecordingAsPicture();,
include/core,include/core/SkPictureRecorder.h,SkPictureRecorder,class,22,covered,finishRecordingAsPictureWithCull,23,no,covered,SkPictureRecorder_finishRecordingAsPictureWithCull,sk_sp<SkPicture> finishRecordingAsPictureWithCull(const SkRect& cullRect);,
include/core,include/core/SkPictureRecorder.h,SkPictureRecorder,class,22,covered,finishRecordingAsDrawable,23,no,covered,SkPictureRecorder_finishRecordingAsDrawable,sk_sp<SkDrawable> finishRecordingAsDrawable();,
include/core,include/core/SkPixelRef.h,SkPixelRef,class,15,covered,SkPixelRef,16,no,covered,SkPixelRef_new,"SkPixelRef(int width, int height, void* addr, size_t rowBytes);",
include/core,include/core/SkPixelRef.h,SkPixelRef,class,15,covered,~SkPixelRef,16,no,false_positive,SkPixelRef_addGenIDChangeListener|SkPixelRef_diagnostic_only_getDiscardable|SkPixelRef_dimensions|SkPixelRef_getGenerationID|SkPixelRef_height|SkPixelRef_isImmutable|SkPixelRef_new|SkPixelRef_notifyAddedToCache,~SkPixelRef() override;,destructor is already represented by release/delete/unref conventions or is not public construction surface
include/core,include/core/SkPixelRef.h,SkPixelRef,class,15,covered,dimensions,16,no,covered,SkPixelRef_dimensions,"SkISize dimensions() const { return {fWidth, fHeight}; }",
include/core,include/core/SkPixelRef.h,SkPixelRef,class,15,covered,width,16,no,covered,SkPixelRef_width,int width() const { return fWidth; },
include/core,include/core/SkPixelRef.h,SkPixelRef,class,15,covered,height,16,no,covered,SkPixelRef_height,int height() const { return fHeight; },
include/core,include/core/SkPixelRef.h,SkPixelRef,class,15,covered,pixels,16,no,covered,SkPixelRef_pixels,void* pixels() const { return fPixels; },
include/core,include/core/SkPixelRef.h,SkPixelRef,class,15,covered,rowBytes,16,no,covered,SkPixelRef_rowBytes,size_t rowBytes() const { return fRowBytes; },
include/core,include/core/SkPixelRef.h,SkPixelRef,class,15,covered,getGenerationID,16,no,covered,SkPixelRef_getGenerationID,uint32_t getGenerationID() const;,
include/core,include/core/SkPixelRef.h,SkPixelRef,class,15,covered,notifyPixelsChanged,16,no,covered,SkPixelRef_notifyPixelsChanged,void notifyPixelsChanged();,
include/core,include/core/SkPixelRef.h,SkPixelRef,class,15,covered,isImmutable,16,no,covered,SkPixelRef_isImmutable,bool isImmutable() const { return fMutability != kMutable; },
include/core,include/core/SkPixelRef.h,SkPixelRef,class,15,covered,setImmutable,16,no,covered,SkPixelRef_setImmutable,void setImmutable();,
include/core,include/core/SkPixelRef.h,SkPixelRef,class,15,covered,addGenIDChangeListener,16,no,covered,SkPixelRef_addGenIDChangeListener,void addGenIDChangeListener(sk_sp<SkIDChangeListener> listener);,
include/core,include/core/SkPixelRef.h,SkPixelRef,class,15,covered,notifyAddedToCache,16,no,covered,SkPixelRef_notifyAddedToCache,void notifyAddedToCache() { fAddedToCache.store(true); },
include/core,include/core/SkPixelRef.h,SkPixelRef,class,15,covered,diagnostic_only_getDiscardable,16,no,covered,SkPixelRef_diagnostic_only_getDiscardable,virtual SkDiscardableMemory* diagnostic_only_getDiscardable() const { return nullptr; },
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,SkPixmap,21,no,covered,SkPixmap_new|SkPixmap_newWithImageInfoAddressAndRowBytes,"SkPixmap() : fPixels(nullptr), fRowBytes(0), fInfo(SkImageInfo::MakeUnknown(0, 0)) {}",
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,SkPixmap,21,no,covered,SkPixmap_new|SkPixmap_newWithImageInfoAddressAndRowBytes,"SkPixmap(const SkImageInfo& info, const void* addr, size_t rowBytes) : fPixels(addr), fRowBytes(rowBytes), fInfo(info) {}",
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,reset,21,no,covered,SkPixmap_reset,void reset();,
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,reset,21,no,covered,SkPixmap_reset,"void reset(const SkImageInfo& info, const void* addr, size_t rowBytes);",
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,setColorSpace,21,no,covered,SkPixmap_setColorSpace,void setColorSpace(sk_sp<SkColorSpace> colorSpace);,
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,reset,21,no,covered,SkPixmap_reset,bool reset(const SkMask& mask);,
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,extractSubset,21,no,covered,SkPixmap_extractSubset,"bool extractSubset(SkPixmap* subset, const SkIRect& area) const;",
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,info,21,no,covered,SkPixmap_info,const SkImageInfo& info() const { return fInfo; },
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,rowBytes,21,no,covered,SkPixmap_rowBytes,size_t rowBytes() const { return fRowBytes; },
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,addr,21,no,covered,SkPixmap_addr,const void* addr() const { return fPixels; },
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,width,21,no,covered,SkPixmap_width,int width() const { return fInfo.width(); },
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,height,21,no,covered,SkPixmap_height,int height() const { return fInfo.height(); },
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,dimensions,21,no,covered,SkPixmap_dimensions,SkISize dimensions() const { return fInfo.dimensions(); },
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,colorType,21,no,covered,SkPixmap_colorType,SkColorType colorType() const { return fInfo.colorType(); },
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,alphaType,21,no,covered,SkPixmap_alphaType,SkAlphaType alphaType() const { return fInfo.alphaType(); },
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,colorSpace,21,no,covered,SkPixmap_colorSpace,SkColorSpace* colorSpace() const;,
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,refColorSpace,21,no,covered,SkPixmap_refColorSpace,sk_sp<SkColorSpace> refColorSpace() const;,
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,isOpaque,21,no,covered,SkPixmap_isOpaque,bool isOpaque() const { return fInfo.isOpaque(); },
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,bounds,21,no,covered,SkPixmap_bounds,"SkIRect bounds() const { return SkIRect::MakeWH(this->width(), this->height()); }",
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,rowBytesAsPixels,21,no,covered,SkPixmap_rowBytesAsPixels,int rowBytesAsPixels() const { return int(fRowBytes >> this->shiftPerPixel()); },
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,shiftPerPixel,21,no,covered,SkPixmap_shiftPerPixel,int shiftPerPixel() const { return fInfo.shiftPerPixel(); },
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,computeByteSize,21,no,covered,SkPixmap_computeByteSize,size_t computeByteSize() const { return fInfo.computeByteSize(fRowBytes); },
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,computeIsOpaque,21,no,covered,SkPixmap_computeIsOpaque,bool computeIsOpaque() const;,
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,getColor,21,no,covered,SkPixmap_getColor,"SkColor getColor(int x, int y) const;",
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,getColor4f,21,no,covered,SkPixmap_getColor4f,"SkColor4f getColor4f(int x, int y) const;",
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,getAlphaf,21,no,covered,SkPixmap_getAlphaf,"float getAlphaf(int x, int y) const;",
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,addr,21,no,covered,SkPixmap_addr,"const void* addr(int x, int y) const { return (const char*)fPixels + fInfo.computeOffset(x, y, fRowBytes); }",
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,addr8,21,no,covered,SkPixmap_addr8,const uint8_t* addr8() const { SkASSERT(1 == fInfo.bytesPerPixel()); return reinterpret_cast<const uint8_t*>(fPixels); },
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,addr16,21,no,covered,SkPixmap_addr16,const uint16_t* addr16() const { SkASSERT(2 == fInfo.bytesPerPixel()); return reinterpret_cast<const uint16_t*>(fPixels); },
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,addr32,21,no,covered,SkPixmap_addr32,const uint32_t* addr32() const { SkASSERT(4 == fInfo.bytesPerPixel()); return reinterpret_cast<const uint32_t*>(fPixels); },
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,addr64,21,no,covered,SkPixmap_addr64,const uint64_t* addr64() const { SkASSERT(8 == fInfo.bytesPerPixel()); return reinterpret_cast<const uint64_t*>(fPixels); },
include/core,include/core/SkPixmap.h,SkPixmap,class,20,covered,addrF16,21,no,covered,SkPixmap_addrF16,const uint16_t* addrF16() const { SkASSERT(8 == fInfo.bytesPerPixel()); SkASSERT(kRGBA_F16_SkColorType == fInfo.colorType() || kRGBA_F16Norm_SkColorType == fInfo.colorType()); return reinterpret_cast<const uint16_t*>(fPixels); },
include/core,include/core/SkPoint3.h,SkPoint3,struct,7,covered,Make,8,yes,covered,SkPoint3_Make,"static SkPoint3 Make(SkScalar x, SkScalar y, SkScalar z) { SkPoint3 pt; pt.set(x, y, z); return pt; }",
include/core,include/core/SkPoint3.h,SkPoint3,struct,7,covered,x,8,no,covered,SkPoint3_x,SkScalar x() const { return fX; },
include/core,include/core/SkPoint3.h,SkPoint3,struct,7,covered,y,8,no,covered,SkPoint3_y,SkScalar y() const { return fY; },
include/core,include/core/SkPoint3.h,SkPoint3,struct,7,covered,z,8,no,covered,SkPoint3_z,SkScalar z() const { return fZ; },
include/core,include/core/SkPoint3.h,SkPoint3,struct,7,covered,set,8,no,covered,SkPoint3_set,"void set(SkScalar x, SkScalar y, SkScalar z) { fX = x; fY = y; fZ = z; }",
include/core,include/core/SkPoint3.h,SkPoint3,struct,7,covered,Length,8,yes,covered,SkPoint3_Length,"static SkScalar Length(SkScalar x, SkScalar y, SkScalar z);",
include/core,include/core/SkPoint3.h,SkPoint3,struct,7,covered,length,8,no,covered,SkPoint3_length,"SkScalar length() const { return SkPoint3::Length(fX, fY, fZ); }",
include/core,include/core/SkPoint3.h,SkPoint3,struct,7,covered,normalize,8,no,covered,SkPoint3_normalize,bool normalize();,
include/core,include/core/SkPoint3.h,SkPoint3,struct,7,covered,makeScale,8,no,covered,SkPoint3_makeScale,"SkPoint3 makeScale(SkScalar scale) const { SkPoint3 p; p.set(scale * fX, scale * fY, scale * fZ); return p; }",
include/core,include/core/SkPoint3.h,SkPoint3,struct,7,covered,scale,8,no,covered,SkPoint3_scale,void scale(SkScalar value) { fX *= value; fY *= value; fZ *= value; },
include/core,include/core/SkPoint3.h,SkPoint3,struct,7,covered,operator-,8,no,covered,SkPoint3_negate,SkPoint3 operator-() const { SkPoint3 neg; neg.fX = -fX; neg.fY = -fY; neg.fZ = -fZ; return neg; },
include/core,include/core/SkPoint3.h,SkPoint3,struct,7,covered,operator+=,8,no,covered,SkPoint3_addAssign,void operator+=(const SkPoint3& v) { fX += v.fX; fY += v.fY; fZ += v.fZ; },
include/core,include/core/SkPoint3.h,SkPoint3,struct,7,covered,operator-=,8,no,covered,SkPoint3_subtractAssign,void operator-=(const SkPoint3& v) { fX -= v.fX; fY -= v.fY; fZ -= v.fZ; },
include/core,include/core/SkPoint3.h,SkPoint3,struct,7,covered,isFinite,8,no,covered,SkPoint3_isFinite,"bool isFinite() const { return SkIsFinite(fX, fY, fZ); }",
include/core,include/core/SkPoint3.h,SkPoint3,struct,7,covered,DotProduct,8,yes,covered,SkPoint3_DotProduct,"static SkScalar DotProduct(const SkPoint3& a, const SkPoint3& b) { return a.fX * b.fX + a.fY * b.fY + a.fZ * b.fZ; }",
