category,header,implementation,function,line,status,owner,note
handle_key_return,skia/binding/sk_font_arguments.h,skia/binding/sk_font_arguments.cpp,SkFontArguments_getVariationDesignPosition,19,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_font_arguments.h,skia/binding/sk_font_arguments.cpp,SkFontArguments_setPalette,20,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_font_arguments.h,skia/binding/sk_font_arguments.cpp,SkFontArguments_getPalette,21,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_font_mgr.h,skia/binding/sk_font_mgr.cpp,SkFontMgr_matchFamilyStyle,22,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_font_mgr.h,skia/binding/sk_font_mgr.cpp,SkFontMgr_matchFamilyStyleCharacter,23,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_font_mgr.h,skia/binding/sk_font_mgr.cpp,SkFontMgr_makeFromData,24,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_font_mgr.h,skia/binding/sk_font_mgr.cpp,SkFontMgr_makeFromStream,25,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_font_mgr.h,skia/binding/sk_font_mgr.cpp,SkFontMgr_makeFromStream_2,26,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_font_mgr.h,skia/binding/sk_font_mgr.cpp,SkFontMgr_makeFromFile,27,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_font_mgr.h,skia/binding/sk_font_mgr.cpp,SkFontMgr_legacyMakeTypeface,28,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_font_mgr.h,skia/binding/sk_font_mgr.cpp,SkFontMgr_RefEmpty,33,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_font_mgr.h,skia/binding/sk_font_mgr.cpp,SkFontMgr_RefDefault,35,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_font_style_set.h,skia/binding/sk_font_style_set.cpp,SkFontStyleSet_createTypeface,19,done,,header return type migrated int -> typed sk_typeface_t/sk_font_style_set_t
handle_key_return,skia/binding/sk_font_style_set.h,skia/binding/sk_font_style_set.cpp,SkFontStyleSet_matchStyle,20,done,,header return type migrated int -> typed sk_typeface_t/sk_font_style_set_t
handle_key_return,skia/binding/sk_font_style_set.h,skia/binding/sk_font_style_set.cpp,SkFontStyleSet_CreateEmpty,27,done,,header return type migrated int -> typed sk_typeface_t/sk_font_style_set_t
handle_key_return,skia/binding/sk_high_contrast_filter.h,skia/binding/sk_high_contrast_filter.cpp,SkHighContrastFilter_Make,16,done,,header return type migrated int -> sk_color_filter_t
handle_key_return,skia/binding/sk_i_point.h,skia/binding/sk_i_point.cpp,SkIPoint_Make,25,done,,header/cpp return type migrated int -> sk_i_point_t
handle_key_return,skia/binding/sk_i_rect.h,skia/binding/sk_i_rect.cpp,SkIRect_topLeft,26,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_i_rect.h,skia/binding/sk_i_rect.cpp,SkIRect_size,29,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_param,skia/binding/sk_i_rect.h,skia/binding/sk_i_rect.cpp,SkIRect_setSize,38,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_i_rect.h,skia/binding/sk_i_rect.cpp,SkIRect_makeOffset,39,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_i_rect.h,skia/binding/sk_i_rect.cpp,SkIRect_makeOffset_2,40,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_i_rect.h,skia/binding/sk_i_rect.cpp,SkIRect_makeInset,41,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_i_rect.h,skia/binding/sk_i_rect.cpp,SkIRect_makeOutset,42,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_i_rect.h,skia/binding/sk_i_rect.cpp,SkIRect_makeSorted,57,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_i_rect.h,skia/binding/sk_i_rect.cpp,SkIRect_MakeEmpty,61,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_i_rect.h,skia/binding/sk_i_rect.cpp,SkIRect_MakeWH,62,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_i_rect.h,skia/binding/sk_i_rect.cpp,SkIRect_MakeSize,63,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_i_rect.h,skia/binding/sk_i_rect.cpp,SkIRect_MakePtSize,64,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_i_rect.h,skia/binding/sk_i_rect.cpp,SkIRect_MakeLTRB,65,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_i_rect.h,skia/binding/sk_i_rect.cpp,SkIRect_MakeXYWH,66,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_i_size.h,skia/binding/sk_i_size.cpp,SkISize_Make,28,done,,header return type migrated int -> sk_i_size_t
handle_key_return,skia/binding/sk_i_size.h,skia/binding/sk_i_size.cpp,SkISize_MakeEmpty,29,done,,header return type migrated int -> sk_i_size_t
handle_key_return,skia/binding/sk_icc.h,skia/binding/sk_icc.cpp,SkICC_SkWriteICCProfile,18,done,,header return type migrated int -> sk_data_t
handle_key_return,skia/binding/sk_ico_decoder.h,skia/binding/sk_ico_decoder.cpp,SkIcoDecoder_Decode,22,done,,header return type migrated int -> typed sk_codec_t/sk_codecs_decoder_t
handle_key_return,skia/binding/sk_ico_decoder.h,skia/binding/sk_ico_decoder.cpp,SkIcoDecoder_Decode_2,23,done,,header return type migrated int -> typed sk_codec_t/sk_codecs_decoder_t
handle_key_return,skia/binding/sk_ico_decoder.h,skia/binding/sk_ico_decoder.cpp,SkIcoDecoder_Decoder,24,done,,header return type migrated int -> typed sk_codec_t/sk_codecs_decoder_t
handle_key_return,skia/binding/sk_image.h,skia/binding/sk_image.cpp,SkImage_dimensions,34,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image.h,skia/binding/sk_image.cpp,SkImage_bounds,35,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image.h,skia/binding/sk_image.cpp,SkImage_refColorSpace,40,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image.h,skia/binding/sk_image.cpp,SkImage_makeShader,43,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image.h,skia/binding/sk_image.cpp,SkImage_makeShader_2,44,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image.h,skia/binding/sk_image.cpp,SkImage_makeShader_3,45,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image.h,skia/binding/sk_image.cpp,SkImage_makeShader_4,46,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image.h,skia/binding/sk_image.cpp,SkImage_makeRawShader,47,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image.h,skia/binding/sk_image.cpp,SkImage_makeRawShader_2,48,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image.h,skia/binding/sk_image.cpp,SkImage_makeRawShader_3,49,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image.h,skia/binding/sk_image.cpp,SkImage_makeRawShader_4,50,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image.h,skia/binding/sk_image.cpp,SkImage_refEncodedData,65,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image.h,skia/binding/sk_image.cpp,SkImage_makeSubset,66,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image.h,skia/binding/sk_image.cpp,SkImage_makeSubset_2,67,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image.h,skia/binding/sk_image.cpp,SkImage_withDefaultMipmaps,70,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image.h,skia/binding/sk_image.cpp,SkImage_makeNonTextureImage,71,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image.h,skia/binding/sk_image.cpp,SkImage_makeRasterImage,72,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image.h,skia/binding/sk_image.cpp,SkImage_makeRasterImage_2,73,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image.h,skia/binding/sk_image.cpp,SkImage_makeColorSpace,76,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image.h,skia/binding/sk_image.cpp,SkImage_makeColorSpace_2,77,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image.h,skia/binding/sk_image.cpp,SkImage_makeColorTypeAndColorSpace,78,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image.h,skia/binding/sk_image.cpp,SkImage_makeColorTypeAndColorSpace_2,79,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image.h,skia/binding/sk_image.cpp,SkImage_reinterpretColorSpace,80,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image_filter.h,skia/binding/sk_image_filter.cpp,SkImageFilter_filterBounds,24,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image_filter.h,skia/binding/sk_image_filter.cpp,SkImageFilter_computeFastBounds,30,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image_filter.h,skia/binding/sk_image_filter.cpp,SkImageFilter_makeWithLocalMatrix,32,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image_filter.h,skia/binding/sk_image_filter.cpp,SkImageFilter_getFactory,33,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image_filter.h,skia/binding/sk_image_filter.cpp,SkImageFilter_serialize,37,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image_filter.h,skia/binding/sk_image_filter.cpp,SkImageFilter_Deserialize,45,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image_filter.h,skia/binding/sk_image_filter.cpp,SkImageFilter_NameToFactory,46,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_param,skia/binding/sk_image_filter.h,skia/binding/sk_image_filter.cpp,SkImageFilter_Register,48,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_Arithmetic,33,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_Blend,34,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_Blend_2,35,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_Blur,36,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_Blur_2,37,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_ColorFilter,38,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_Compose,39,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_Crop,40,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_Crop_2,41,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_DisplacementMap,42,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_DropShadow,43,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_DropShadowOnly,44,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_Empty,45,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_Image,46,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_Image_2,47,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_Magnifier,48,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_MatrixConvolution,49,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_MatrixTransform,50,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_Merge,51,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_Merge_2,52,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_Offset,53,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_Picture,54,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_Picture_2,55,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_RuntimeShader,56,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_RuntimeShader_2,57,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_RuntimeShader_3,58,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_RuntimeShader_4,59,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_Shader,60,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_Shader_2,61,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_Tile,62,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_Dilate,63,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_Erode,64,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_DistantLitDiffuse,65,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_PointLitDiffuse,66,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_SpotLitDiffuse,67,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_DistantLitSpecular,68,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_PointLitSpecular,69,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_filters.h,skia/binding/sk_image_filters.cpp,SkImageFilters_SpotLitSpecular,70,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image_generator.h,skia/binding/sk_image_generator.cpp,SkImageGenerator_refEncodedData,26,done,,header return type migrated int -> typed sk_data_t/sk_image_info_t
handle_key_return,skia/binding/sk_image_generator.h,skia/binding/sk_image_generator.cpp,SkImageGenerator_getInfo,27,done,,header return type migrated int -> typed sk_data_t/sk_image_info_t
handle_key_return,skia/binding/sk_image_info.h,skia/binding/sk_image_info.cpp,SkImageInfo_refColorSpace,31,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image_info.h,skia/binding/sk_image_info.cpp,SkImageInfo_colorInfo,33,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image_info.h,skia/binding/sk_image_info.cpp,SkImageInfo_dimensions,35,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image_info.h,skia/binding/sk_image_info.cpp,SkImageInfo_bounds,36,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image_info.h,skia/binding/sk_image_info.cpp,SkImageInfo_makeWH,38,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_info.h,skia/binding/sk_image_info.cpp,SkImageInfo_makeDimensions,39,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image_info.h,skia/binding/sk_image_info.cpp,SkImageInfo_makeAlphaType,40,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image_info.h,skia/binding/sk_image_info.cpp,SkImageInfo_makeColorType,41,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_info.h,skia/binding/sk_image_info.cpp,SkImageInfo_makeColorSpace,42,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image_info.h,skia/binding/sk_image_info.cpp,SkImageInfo_Make,55,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_info.h,skia/binding/sk_image_info.cpp,SkImageInfo_Make_2,56,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_info.h,skia/binding/sk_image_info.cpp,SkImageInfo_Make_3,57,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_info.h,skia/binding/sk_image_info.cpp,SkImageInfo_Make_4,58,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_info.h,skia/binding/sk_image_info.cpp,SkImageInfo_Make_5,59,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image_info.h,skia/binding/sk_image_info.cpp,SkImageInfo_MakeN32,60,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_info.h,skia/binding/sk_image_info.cpp,SkImageInfo_MakeN32_2,61,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image_info.h,skia/binding/sk_image_info.cpp,SkImageInfo_MakeS32,62,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image_info.h,skia/binding/sk_image_info.cpp,SkImageInfo_MakeN32Premul,63,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_info.h,skia/binding/sk_image_info.cpp,SkImageInfo_MakeN32Premul_2,64,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_info.h,skia/binding/sk_image_info.cpp,SkImageInfo_MakeN32Premul_3,65,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_info.h,skia/binding/sk_image_info.cpp,SkImageInfo_MakeN32Premul_4,66,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image_info.h,skia/binding/sk_image_info.cpp,SkImageInfo_MakeA8,67,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_image_info.h,skia/binding/sk_image_info.cpp,SkImageInfo_MakeA8_2,68,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image_info.h,skia/binding/sk_image_info.cpp,SkImageInfo_MakeUnknown,69,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_image_info.h,skia/binding/sk_image_info.cpp,SkImageInfo_MakeUnknown_2,70,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_images.h,skia/binding/sk_images.cpp,SkImages_RasterFromBitmap,24,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_images.h,skia/binding/sk_images.cpp,SkImages_RasterFromCompressedTextureData,25,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_images.h,skia/binding/sk_images.cpp,SkImages_DeferredFromEncodedData,26,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_images.h,skia/binding/sk_images.cpp,SkImages_DeferredFromGenerator,27,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_images.h,skia/binding/sk_images.cpp,SkImages_DeferredFromPicture,28,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_images.h,skia/binding/sk_images.cpp,SkImages_DeferredFromPicture_2,29,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_images.h,skia/binding/sk_images.cpp,SkImages_RasterFromPixmapCopy,30,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_images.h,skia/binding/sk_images.cpp,SkImages_RasterFromPixmap,31,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_images.h,skia/binding/sk_images.cpp,SkImages_RasterFromData,32,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_images.h,skia/binding/sk_images.cpp,SkImages_MakeWithFilter,33,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_jpeg_decoder.h,skia/binding/sk_jpeg_decoder.cpp,SkJpegDecoder_Decode,19,done,,header return type migrated int -> typed sk_codec_t/sk_codecs_decoder_t
handle_key_return,skia/binding/sk_jpeg_decoder.h,skia/binding/sk_jpeg_decoder.cpp,SkJpegDecoder_Decode_2,20,done,,header return type migrated int -> typed sk_codec_t/sk_codecs_decoder_t
handle_key_return,skia/binding/sk_jpeg_decoder.h,skia/binding/sk_jpeg_decoder.cpp,SkJpegDecoder_Decoder,21,done,,header return type migrated int -> typed sk_codec_t/sk_codecs_decoder_t
handle_key_return,skia/binding/sk_line_2d_path_effect.h,skia/binding/sk_line_2d_path_effect.cpp,SkLine2DPathEffect_Make,19,done,,header return type migrated int -> sk_path_effect_t
handle_key_return,skia/binding/sk_luma_color_filter.h,skia/binding/sk_luma_color_filter.cpp,SkLumaColorFilter_Make,16,done,,header return type migrated int -> sk_color_filter_t
handle_key_return,skia/binding/sk_m_44.h,skia/binding/sk_m_44.cpp,SkM44_row,34,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_m_44.h,skia/binding/sk_m_44.cpp,SkM44_col,35,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_m_44.h,skia/binding/sk_m_44.cpp,SkM44_setIdentity,38,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_m_44.h,skia/binding/sk_m_44.cpp,SkM44_setTranslate,39,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_m_44.h,skia/binding/sk_m_44.cpp,SkM44_setScale,40,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_m_44.h,skia/binding/sk_m_44.cpp,SkM44_setRotateUnitSinCos,41,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_m_44.h,skia/binding/sk_m_44.cpp,SkM44_setRotateUnit,42,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_m_44.h,skia/binding/sk_m_44.cpp,SkM44_setRotate,43,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_m_44.h,skia/binding/sk_m_44.cpp,SkM44_setConcat,44,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_m_44.h,skia/binding/sk_m_44.cpp,SkM44_preConcat,45,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_m_44.h,skia/binding/sk_m_44.cpp,SkM44_preConcat_2,46,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_m_44.h,skia/binding/sk_m_44.cpp,SkM44_postConcat,47,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_m_44.h,skia/binding/sk_m_44.cpp,SkM44_transpose,51,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_m_44.h,skia/binding/sk_m_44.cpp,SkM44_map,53,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_m_44.h,skia/binding/sk_m_44.cpp,SkM44_asM33,54,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_m_44.h,skia/binding/sk_m_44.cpp,SkM44_preTranslate,55,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_m_44.h,skia/binding/sk_m_44.cpp,SkM44_postTranslate,56,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_m_44.h,skia/binding/sk_m_44.cpp,SkM44_preScale,57,done,,header handle key return/param migrated int -> typed sk_*_t
