file,status,phase,owner,note
skia/handles/static_sk_picture.cpp,done,phase1,codex,step2+step3: get_entity 分離 + set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_picture.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_pixel_ref-internal.h,done,phase1,codex,step2+step3: get_entity 分離 + set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_pixel_ref.cpp,done,phase1,codex,step2+step3: get_entity 分離 + set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_pixel_ref.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_pixmap-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_sk_pixmap.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_pixmap.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_point-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_sk_point.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_point.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_point_3-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_sk_point_3.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_point_3.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_point_two-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_sk_point_two.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_point_two.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_r_rect-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_sk_r_rect.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_r_rect.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_rect-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_sk_rect.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_rect.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_rsx_form-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_sk_rsx_form.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_rsx_form.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_runtime_effect-internal.h,done,phase1,codex,step2+step3: get_entity 分離 + set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_runtime_effect.cpp,done,phase1,codex,step2+step3: get_entity 分離 + set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_runtime_effect.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_runtime_effect_builder_builder_child-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_sk_runtime_effect_builder_builder_child.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_runtime_effect_builder_builder_child.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_runtime_effect_builder_builder_uniform-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_sk_runtime_effect_builder_builder_uniform.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_runtime_effect_builder_builder_uniform.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_runtime_effect_child-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_sk_runtime_effect_child.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_runtime_effect_child.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_runtime_effect_child_ptr-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_sk_runtime_effect_child_ptr.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_runtime_effect_child_ptr.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_runtime_effect_result-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_sk_runtime_effect_result.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_runtime_effect_result.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_runtime_effect_traced_shader-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_sk_runtime_effect_traced_shader.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_runtime_effect_traced_shader.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_runtime_effect_uniform-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_sk_runtime_effect_uniform.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_runtime_effect_uniform.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_sampling_options-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_sk_sampling_options.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_sampling_options.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_shader-internal.h,done,phase1,codex,step2+step3: get_entity 分離 + set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_shader.cpp,done,phase1,codex,step2+step3: get_entity 分離 + set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_shader.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_size_t-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_sk_size_t.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_size_t.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_stream-internal.h,done,phase1,codex,step2+step3: get_entity 分離 + set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_stream.cpp,done,phase1,codex,step2+step3: get_entity 分離 + set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_stream.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_stream_asset-internal.h,done,phase1,codex,step2+step3: get_entity 分離 + set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_stream_asset.cpp,done,phase1,codex,step2+step3: get_entity 分離 + set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_stream_asset.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_stream_memory-internal.h,done,phase1,codex,step2+step3: get_entity 分離 + set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_stream_memory.cpp,done,phase1,codex,step2+step3: get_entity 分離 + set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_stream_memory.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_stream_rewindable-internal.h,done,phase1,codex,step2+step3: get_entity 分離 + set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_stream_rewindable.cpp,done,phase1,codex,step2+step3: get_entity 分離 + set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_stream_rewindable.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_stream_seekable-internal.h,done,phase1,codex,step2+step3: get_entity 分離 + set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_stream_seekable.cpp,done,phase1,codex,step2+step3: get_entity 分離 + set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_stream_seekable.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_string-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_sk_string.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_string.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_stroke_rec-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_sk_stroke_rec.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_stroke_rec.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_surface-internal.h,done,phase1,codex,step2+step3: get_entity 分離 + set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_surface.cpp,done,phase1,codex,step1+step2+step3: handle_table 適用 + get_entity 分離 + set/get_ptr/delete の無効キー処理を統一
skia/handles/static_sk_surface.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_surface_props-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_sk_surface_props.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_surface_props.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_text_blob-internal.h,done,phase1,codex,step2+step3: get_entity 分離 + set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_text_blob.cpp,done,phase1,codex,step2+step3: get_entity 分離 + set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_text_blob.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_typeface-internal.h,done,phase1,codex,step2+step3: get_entity 分離 + set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_typeface.cpp,done,phase1,codex,step2+step3: get_entity 分離 + set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_typeface.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_v2-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_sk_v2.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_v2.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_v3-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_sk_v3.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_v3.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_v4-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_sk_v4.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_v4.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_vertices-internal.h,done,phase1,codex,step2+step3: get_entity 分離 + set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_vertices.cpp,done,phase1,codex,step2+step3: get_entity 分離 + set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_vertices.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_yuva_info-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_sk_yuva_info.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_yuva_info.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_yuva_pixmap_info-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_sk_yuva_pixmap_info.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_yuva_pixmap_info.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_sk_yuva_pixmaps-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_sk_yuva_pixmaps.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_sk_yuva_pixmaps.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_std_chrono_milliseconds-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_std_chrono_milliseconds.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_std_chrono_milliseconds.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_std_function_void_void-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_std_function_void_void.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_std_function_void_void.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_std_string_view-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_std_string_view.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_std_string_view.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_std_tuple_int_int-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_std_tuple_int_int.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_std_tuple_int_int.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_std_tuple_int_sk_yuva_pixmap_info_data_type-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_std_tuple_int_sk_yuva_pixmap_info_data_type.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_std_tuple_int_sk_yuva_pixmap_info_data_type.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_std_tuple_sk_image_sk_codec_result-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_std_tuple_sk_image_sk_codec_result.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_std_tuple_sk_image_sk_codec_result.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_std_vector_int_ptr-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_std_vector_int_ptr.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_std_vector_int_ptr.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_std_vector_sk_codec_frame_info-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_std_vector_sk_codec_frame_info.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_std_vector_sk_codec_frame_info.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
skia/handles/static_std_vector_sk_scalar-internal.h,done,phase1,codex,Phase 1 実装は対応 .cpp の handle_table 化と無効キー処理で完了。内部宣言は現行実装と整合済み
skia/handles/static_std_vector_sk_scalar.cpp,done,phase1,codex,step3: set/get_ptr/delete の無効キー処理を統一（値型含む）
skia/handles/static_std_vector_sk_scalar.h,na,phase1,codex,公開宣言ヘッダのみ。Phase 1 の handle_table/get_entity/無効キー安全化は .cpp と *-internal.h で追跡する
