area,header,class,method,method_line,method_status,matched_capi,triage,priority,residual_kind,signature,generator_action,note
include/gpu,include/gpu/graphite/Context.h,Context,asyncRescaleAndReadPixelsYUVA420,35,missing,Graphite_Context_backend|Graphite_Context_checkAsyncWorkCompletion|Graphite_Context_currentBudgetedBytes|Graphite_Context_deleteBackendTexture|Graphite_Context_dumpMemoryStatistics|Graphite_Context_freeGpuResources|Graphite_Context_makeRecorder|Graphite_Context_performDeferredCleanup,real_gap,P2,design_required,"void asyncRescaleAndReadPixelsYUVA420(const SkSurface*, SkYUVColorSpace yuvColorSpace, sk_sp<SkColorSpace> dstColorSpace, const SkIRect& srcRect, const SkISize& dstSize, SkImage::RescaleGamma rescaleGamma, SkImage::RescaleMode rescaleMode, ",Phase 11D callback/design-required classification,"Requires explicit C ABI ownership/lifetime design for callbacks, provider objects, recording transfer, or returned borrowed canvas/image handles; keep as missing until Phase 14 callback/provider batch"
include/gpu,include/gpu/graphite/Context.h,Context,priv,35,na,Graphite_Context_backend|Graphite_Context_checkAsyncWorkCompletion|Graphite_Context_currentBudgetedBytes|Graphite_Context_deleteBackendTexture|Graphite_Context_dumpMemoryStatistics|Graphite_Context_freeGpuResources|Graphite_Context_makeRecorder|Graphite_Context_performDeferredCleanup,na,P3,tracked,ContextPriv priv();,Phase 11D Graphite priv override,Graphite priv() exposes internal control surfaces; keep out of stable C ABI coverage
include/gpu,include/gpu/graphite/Context.h,Context,priv,35,na,Graphite_Context_backend|Graphite_Context_checkAsyncWorkCompletion|Graphite_Context_currentBudgetedBytes|Graphite_Context_deleteBackendTexture|Graphite_Context_dumpMemoryStatistics|Graphite_Context_freeGpuResources|Graphite_Context_makeRecorder|Graphite_Context_performDeferredCleanup,na,P3,tracked,const ContextPriv priv() const;,Phase 11D Graphite priv override,Graphite priv() exposes internal control surfaces; keep out of stable C ABI coverage
include/gpu,include/gpu/graphite/ContextOptions.h,ContextOptions,ContextOptions,13,missing,,real_gap,P2,implementation_candidate,ContextOptions() {},Phase 11D implementation-candidate classification,Value options wrapper can be added after deciding which fields are stable C ABI surface; keep as missing implementation candidate
include/gpu,include/gpu/graphite/ImageProvider.h,ImageProvider,findOrCreate,12,missing,,real_gap,P2,design_required,"virtual sk_sp<SkImage> findOrCreate(Recorder* recorder, const SkImage* image, SkImage::RequiredProperties) = 0;",Phase 11D callback/design-required classification,"Requires explicit C ABI ownership/lifetime design for callbacks, provider objects, recording transfer, or returned borrowed canvas/image handles; keep as missing until Phase 14 callback/provider batch"
include/gpu,include/gpu/graphite/Recorder.h,RecorderOptions,RecorderOptions,54,missing,,real_gap,P2,implementation_candidate,RecorderOptions();,Phase 11D implementation-candidate classification,Value options wrapper can be added after deciding which fields are stable C ABI surface; keep as missing implementation candidate
include/gpu,include/gpu/graphite/Recorder.h,RecorderOptions,RecorderOptions,54,missing,,real_gap,P2,implementation_candidate,RecorderOptions(const RecorderOptions&);,Phase 11D implementation-candidate classification,Value options wrapper can be added after deciding which fields are stable C ABI surface; keep as missing implementation candidate
include/gpu,include/gpu/graphite/Recorder.h,Recorder,snap,66,missing,Graphite_Recorder_createBackendTexture|Graphite_Recorder_currentBudgetedBytes|Graphite_Recorder_deleteBackendTexture|Graphite_Recorder_dumpMemoryStatistics|Graphite_Recorder_freeGpuResources|Graphite_Recorder_performDeferredCleanup|Graphite_Recorder_updateBackendTexture,real_gap,P2,design_required,std::unique_ptr<Recording> snap();,Phase 11D callback/design-required classification,"Requires explicit C ABI ownership/lifetime design for callbacks, provider objects, recording transfer, or returned borrowed canvas/image handles; keep as missing until Phase 14 callback/provider batch"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,clientImageProvider,66,missing,Graphite_Recorder_createBackendTexture|Graphite_Recorder_currentBudgetedBytes|Graphite_Recorder_deleteBackendTexture|Graphite_Recorder_dumpMemoryStatistics|Graphite_Recorder_freeGpuResources|Graphite_Recorder_performDeferredCleanup|Graphite_Recorder_updateBackendTexture,real_gap,P2,design_required,ImageProvider* clientImageProvider() { return fClientImageProvider.get(); },Phase 11D callback/design-required classification,"Requires explicit C ABI ownership/lifetime design for callbacks, provider objects, recording transfer, or returned borrowed canvas/image handles; keep as missing until Phase 14 callback/provider batch"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,clientImageProvider,66,missing,Graphite_Recorder_createBackendTexture|Graphite_Recorder_currentBudgetedBytes|Graphite_Recorder_deleteBackendTexture|Graphite_Recorder_dumpMemoryStatistics|Graphite_Recorder_freeGpuResources|Graphite_Recorder_performDeferredCleanup|Graphite_Recorder_updateBackendTexture,real_gap,P2,design_required,const ImageProvider* clientImageProvider() const { return fClientImageProvider.get(); },Phase 11D callback/design-required classification,"Requires explicit C ABI ownership/lifetime design for callbacks, provider objects, recording transfer, or returned borrowed canvas/image handles; keep as missing until Phase 14 callback/provider batch"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,addFinishInfo,66,missing,Graphite_Recorder_createBackendTexture|Graphite_Recorder_currentBudgetedBytes|Graphite_Recorder_deleteBackendTexture|Graphite_Recorder_dumpMemoryStatistics|Graphite_Recorder_freeGpuResources|Graphite_Recorder_performDeferredCleanup|Graphite_Recorder_updateBackendTexture,real_gap,P2,design_required,void addFinishInfo(const InsertFinishInfo&);,Phase 11D callback/design-required classification,"Requires explicit C ABI ownership/lifetime design for callbacks, provider objects, recording transfer, or returned borrowed canvas/image handles; keep as missing until Phase 14 callback/provider batch"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,makeDeferredCanvas,66,missing,Graphite_Recorder_createBackendTexture|Graphite_Recorder_currentBudgetedBytes|Graphite_Recorder_deleteBackendTexture|Graphite_Recorder_dumpMemoryStatistics|Graphite_Recorder_freeGpuResources|Graphite_Recorder_performDeferredCleanup|Graphite_Recorder_updateBackendTexture,real_gap,P2,design_required,"SkCanvas* makeDeferredCanvas(const SkImageInfo&, const TextureInfo&);",Phase 11D callback/design-required classification,"Requires explicit C ABI ownership/lifetime design for callbacks, provider objects, recording transfer, or returned borrowed canvas/image handles; keep as missing until Phase 14 callback/provider batch"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,priv,66,na,Graphite_Recorder_createBackendTexture|Graphite_Recorder_currentBudgetedBytes|Graphite_Recorder_deleteBackendTexture|Graphite_Recorder_dumpMemoryStatistics|Graphite_Recorder_freeGpuResources|Graphite_Recorder_performDeferredCleanup|Graphite_Recorder_updateBackendTexture,na,P3,tracked,RecorderPriv priv();,Phase 11D Graphite priv override,Graphite priv() exposes internal control surfaces; keep out of stable C ABI coverage
include/gpu,include/gpu/graphite/Recorder.h,Recorder,priv,66,na,Graphite_Recorder_createBackendTexture|Graphite_Recorder_currentBudgetedBytes|Graphite_Recorder_deleteBackendTexture|Graphite_Recorder_dumpMemoryStatistics|Graphite_Recorder_freeGpuResources|Graphite_Recorder_performDeferredCleanup|Graphite_Recorder_updateBackendTexture,na,P3,tracked,const RecorderPriv priv() const;,Phase 11D Graphite priv override,Graphite priv() exposes internal control surfaces; keep out of stable C ABI coverage
include/gpu,include/gpu/graphite/Recording.h,Recording,priv,25,na,GrRecordingContext_abandoned|GrRecordingContext_colorTypeSupportedAsImage|GrRecordingContext_colorTypeSupportedAsSurface|GrRecordingContext_maxRenderTargetSize|GrRecordingContext_maxSurfaceSampleCountForColorType|GrRecordingContext_maxTextureSize|GrRecordingContext_supportsProtectedContent|Reskia_GraphiteContext_InsertRecordingAndSubmit,na,P3,tracked,RecordingPriv priv();,Phase 11D Graphite priv override,Graphite priv() exposes internal control surfaces; keep out of stable C ABI coverage
include/gpu,include/gpu/graphite/TextureInfo.h,TextureInfo,getDawnTextureInfo,20,na,Graphite_TextureInfo_backend|Graphite_TextureInfo_delete|Graphite_TextureInfo_equals|Graphite_TextureInfo_getMtlTextureInfo|Graphite_TextureInfo_isProtected|Graphite_TextureInfo_isValid|Graphite_TextureInfo_mipmapped|Graphite_TextureInfo_new,na,P3,tracked,bool getDawnTextureInfo(DawnTextureInfo* info) const;,Phase 11D Graphite platform override,Graphite Dawn texture info accessor is platform-specific and unsupported by current Reskia build targets
include/gpu,include/gpu/graphite/TextureInfo.h,TextureInfo,getVulkanTextureInfo,20,na,Graphite_TextureInfo_backend|Graphite_TextureInfo_delete|Graphite_TextureInfo_equals|Graphite_TextureInfo_getMtlTextureInfo|Graphite_TextureInfo_isProtected|Graphite_TextureInfo_isValid|Graphite_TextureInfo_mipmapped|Graphite_TextureInfo_new,na,P3,tracked,"bool getVulkanTextureInfo(VulkanTextureInfo* info) const { if (!this->isValid() || fBackend != BackendApi::kVulkan) { return false; } *info = VulkanTextureSpecToTextureInfo(fVkSpec, fSampleCount, fMipmapped); return true; }",Phase 11D Graphite platform override,Graphite Vulkan texture info accessor is platform-specific and unsupported by current Reskia build targets
include/gpu,include/gpu/graphite/TextureInfo.h,TextureInfo,isCompatible,20,missing,Graphite_TextureInfo_backend|Graphite_TextureInfo_delete|Graphite_TextureInfo_equals|Graphite_TextureInfo_getMtlTextureInfo|Graphite_TextureInfo_isProtected|Graphite_TextureInfo_isValid|Graphite_TextureInfo_mipmapped|Graphite_TextureInfo_new,real_gap,P2,implementation_candidate,bool isCompatible(const TextureInfo& that) const;,Phase 11D implementation-candidate classification,Small value query wrapper candidate; not platform-only and does not require callback ownership design
include/gpu,include/gpu/mtl/MtlMemoryAllocator.h,MtlMemoryAllocator,newBufferWithLength,17,missing,,real_gap,P2,design_required,"virtual id<MTLBuffer> newBufferWithLength(NSUInteger length, MTLResourceOptions options, sk_sp<MtlAlloc>* allocation) = 0;",Phase 11D callback/design-required classification,"Abstract callback/provider interface requires a dedicated C ABI owner handle, vtable, and lifetime policy before binding"
include/gpu,include/gpu/mtl/MtlMemoryAllocator.h,MtlMemoryAllocator,newTextureWithDescriptor,17,missing,,real_gap,P2,design_required,"virtual id<MTLTexture> newTextureWithDescriptor(MTLTextureDescriptor* texDesc, sk_sp<MtlAlloc>* allocation) = 0;",Phase 11D callback/design-required classification,"Abstract callback/provider interface requires a dedicated C ABI owner handle, vtable, and lifetime policy before binding"
include/gpu,include/gpu/vk/VulkanMemoryAllocator.h,VulkanMemoryAllocator,allocateImageMemory,46,missing,,real_gap,P2,design_required,"virtual VkResult allocateImageMemory(VkImage image, uint32_t allocationPropertyFlags, skgpu::VulkanBackendMemory* memory) = 0;",Phase 11D callback/design-required classification,"Abstract callback/provider interface requires a dedicated C ABI owner handle, vtable, and lifetime policy before binding"
include/gpu,include/gpu/vk/VulkanMemoryAllocator.h,VulkanMemoryAllocator,allocateBufferMemory,46,missing,,real_gap,P2,design_required,"virtual VkResult allocateBufferMemory(VkBuffer buffer, BufferUsage usage, uint32_t allocationPropertyFlags, skgpu::VulkanBackendMemory* memory) = 0;",Phase 11D callback/design-required classification,"Abstract callback/provider interface requires a dedicated C ABI owner handle, vtable, and lifetime policy before binding"
include/gpu,include/gpu/vk/VulkanMemoryAllocator.h,VulkanMemoryAllocator,getAllocInfo,46,missing,,real_gap,P2,design_required,"virtual void getAllocInfo(const skgpu::VulkanBackendMemory&, skgpu::VulkanAlloc*) const = 0;",Phase 11D callback/design-required classification,"Abstract callback/provider interface requires a dedicated C ABI owner handle, vtable, and lifetime policy before binding"
include/gpu,include/gpu/vk/VulkanMemoryAllocator.h,VulkanMemoryAllocator,mapMemory,46,missing,,real_gap,P2,design_required,virtual void* mapMemory(const skgpu::VulkanBackendMemory&) { return nullptr; },Phase 11D callback/design-required classification,"Abstract callback/provider interface requires a dedicated C ABI owner handle, vtable, and lifetime policy before binding"
include/gpu,include/gpu/vk/VulkanMemoryAllocator.h,VulkanMemoryAllocator,mapMemory,46,missing,,real_gap,P2,design_required,"virtual VkResult mapMemory(const skgpu::VulkanBackendMemory& memory, void** data) { *data = this->mapMemory(memory); return *data ? VK_SUCCESS : VK_ERROR_INITIALIZATION_FAILED; }",Phase 11D callback/design-required classification,"Abstract callback/provider interface requires a dedicated C ABI owner handle, vtable, and lifetime policy before binding"
include/gpu,include/gpu/vk/VulkanMemoryAllocator.h,VulkanMemoryAllocator,unmapMemory,46,missing,,real_gap,P2,design_required,virtual void unmapMemory(const skgpu::VulkanBackendMemory&) = 0;,Phase 11D callback/design-required classification,"Abstract callback/provider interface requires a dedicated C ABI owner handle, vtable, and lifetime policy before binding"
include/gpu,include/gpu/vk/VulkanMemoryAllocator.h,VulkanMemoryAllocator,flushMappedMemory,46,missing,,real_gap,P2,design_required,"virtual void flushMappedMemory(const skgpu::VulkanBackendMemory&, VkDeviceSize, VkDeviceSize) {}",Phase 11D callback/design-required classification,"Abstract callback/provider interface requires a dedicated C ABI owner handle, vtable, and lifetime policy before binding"
include/gpu,include/gpu/vk/VulkanMemoryAllocator.h,VulkanMemoryAllocator,flushMemory,46,missing,,real_gap,P2,design_required,"virtual VkResult flushMemory(const skgpu::VulkanBackendMemory& memory, VkDeviceSize offset, VkDeviceSize size) { this->flushMappedMemory(memory, offset, size); return VK_SUCCESS; }",Phase 11D callback/design-required classification,"Abstract callback/provider interface requires a dedicated C ABI owner handle, vtable, and lifetime policy before binding"
include/gpu,include/gpu/vk/VulkanMemoryAllocator.h,VulkanMemoryAllocator,invalidateMappedMemory,46,missing,,real_gap,P2,design_required,"virtual void invalidateMappedMemory(const skgpu::VulkanBackendMemory&, VkDeviceSize, VkDeviceSize) {}",Phase 11D callback/design-required classification,"Abstract callback/provider interface requires a dedicated C ABI owner handle, vtable, and lifetime policy before binding"
include/gpu,include/gpu/vk/VulkanMemoryAllocator.h,VulkanMemoryAllocator,invalidateMemory,46,missing,,real_gap,P2,design_required,"virtual VkResult invalidateMemory(const skgpu::VulkanBackendMemory& memory, VkDeviceSize offset, VkDeviceSize size) { this->invalidateMappedMemory(memory, offset, size); return VK_SUCCESS; }",Phase 11D callback/design-required classification,"Abstract callback/provider interface requires a dedicated C ABI owner handle, vtable, and lifetime policy before binding"
include/gpu,include/gpu/vk/VulkanMemoryAllocator.h,VulkanMemoryAllocator,freeMemory,46,missing,,real_gap,P2,design_required,virtual void freeMemory(const skgpu::VulkanBackendMemory&) = 0;,Phase 11D callback/design-required classification,"Abstract callback/provider interface requires a dedicated C ABI owner handle, vtable, and lifetime policy before binding"
include/gpu,include/gpu/vk/VulkanMemoryAllocator.h,VulkanMemoryAllocator,totalAllocatedAndUsedMemory,46,missing,,real_gap,P2,design_required,"virtual std::pair<uint64_t, uint64_t> totalAllocatedAndUsedMemory() const = 0;",Phase 11D callback/design-required classification,"Abstract callback/provider interface requires a dedicated C ABI owner handle, vtable, and lifetime policy before binding"
include/gpu,include/gpu/graphite/Context.h,Context,contextID,147,missing,Graphite_Context_backend|Graphite_Context_checkAsyncWorkCompletion|Graphite_Context_currentBudgetedBytes|Graphite_Context_deleteBackendTexture|Graphite_Context_dumpMemoryStatistics|Graphite_Context_freeGpuResources|Graphite_Context_makeRecorder|Graphite_Context_performDeferredCleanup,real_gap,P2,implementation_candidate,ContextID contextID() const { return fContextID; },Phase 11D implementation-candidate classification,Small value wrapper candidate for Graphite ContextID; keep as missing until a stable handle/value representation is added
