file,line,symbol,proposed_name,status,owner,note
skia/capi/sk_path.h,103,SkPath_addPath_3,SkPath_addPathWithMatrixAndMode,done,codex,renamed on 2026-02-16
skia/capi/sk_path.h,106,SkPath_offset_2,SkPath_offsetInPlace,done,codex,renamed on 2026-02-16
skia/capi/sk_path.h,108,SkPath_transform_2,SkPath_transformInPlace,done,codex,renamed on 2026-02-16
skia/capi/sk_path.h,113,SkPath_setLastPt_2,SkPath_setLastPtPoint,done,codex,renamed on 2026-02-16
skia/capi/sk_path.h,117,SkPath_dump_2,SkPath_dumpDefault,done,codex,renamed on 2026-02-16
skia/capi/sk_path.h,120,SkPath_dumpArrays_2,SkPath_dumpArraysDefault,done,codex,renamed on 2026-02-16
skia/capi/sk_path.h,132,SkPath_Oval_2,SkPath_OvalWithStart,done,codex,renamed on 2026-02-16
skia/capi/sk_path.h,135,SkPath_RRect_2,SkPath_RRectWithStart,done,codex,renamed on 2026-02-16
skia/capi/sk_path.h,136,SkPath_RRect_3,SkPath_RRectFromRectAndRadii,done,codex,renamed on 2026-02-16
skia/capi/sk_path.h,138,SkPath_Polygon_2,SkPath_PolygonFromList,done,codex,renamed on 2026-02-16
skia/capi/sk_path_builder.h,28,SkPathBuilder_new_2,SkPathBuilder_newWithFillType,done,codex,renamed on 2026-02-16
skia/capi/sk_path_builder.h,29,SkPathBuilder_new_3,SkPathBuilder_newFromPath,done,codex,renamed on 2026-02-16
skia/capi/sk_path_builder.h,30,SkPathBuilder_new_4,SkPathBuilder_newCopy,done,codex,renamed on 2026-02-16
skia/capi/sk_path_builder.h,40,SkPathBuilder_moveTo_2,SkPathBuilder_moveToPoint,done,codex,renamed on 2026-02-16
skia/capi/sk_path_builder.h,42,SkPathBuilder_lineTo_2,SkPathBuilder_lineToPoint,done,codex,renamed on 2026-02-16
skia/capi/sk_path_builder.h,44,SkPathBuilder_quadTo_2,SkPathBuilder_quadToCoordinates,done,codex,renamed on 2026-02-16
skia/capi/sk_path_builder.h,45,SkPathBuilder_quadTo_3,SkPathBuilder_quadToPointArray,done,codex,renamed on 2026-02-16
skia/capi/sk_path_builder.h,47,SkPathBuilder_conicTo_2,SkPathBuilder_conicToCoordinates,done,codex,renamed on 2026-02-16
skia/capi/sk_path_builder.h,48,SkPathBuilder_conicTo_3,SkPathBuilder_conicToPointArray,done,codex,renamed on 2026-02-16
skia/capi/sk_path_builder.h,50,SkPathBuilder_cubicTo_2,SkPathBuilder_cubicToCoordinates,done,codex,renamed on 2026-02-16
skia/capi/sk_path_builder.h,51,SkPathBuilder_cubicTo_3,SkPathBuilder_cubicToPointArray,done,codex,renamed on 2026-02-16
skia/capi/sk_path_builder.h,54,SkPathBuilder_polylineTo_2,SkPathBuilder_polylineToFromList,done,codex,renamed on 2026-02-16
skia/capi/sk_path_builder.h,56,SkPathBuilder_rLineTo_2,SkPathBuilder_rLineToPoint,done,codex,renamed on 2026-02-16
skia/capi/sk_path_builder.h,58,SkPathBuilder_rQuadTo_2,SkPathBuilder_rQuadToCoordinates,done,codex,renamed on 2026-02-16
skia/capi/sk_path_builder.h,60,SkPathBuilder_rConicTo_2,SkPathBuilder_rConicToCoordinates,done,codex,renamed on 2026-02-16
skia/capi/sk_path_builder.h,62,SkPathBuilder_rCubicTo_2,SkPathBuilder_rCubicToCoordinates,done,codex,renamed on 2026-02-16
skia/capi/sk_path_builder.h,64,SkPathBuilder_arcTo_2,SkPathBuilder_arcToTangentPoints,done,codex,renamed on 2026-02-16
skia/capi/sk_path_builder.h,65,SkPathBuilder_arcTo_3,SkPathBuilder_arcToArcSizeAndDirection,done,codex,renamed on 2026-02-16
skia/capi/sk_path_builder.h,68,SkPathBuilder_addRect_2,SkPathBuilder_addRectWithDirection,done,codex,renamed on 2026-02-16
skia/capi/sk_path_builder.h,70,SkPathBuilder_addOval_2,SkPathBuilder_addOvalWithDirection,done,codex,renamed on 2026-02-16
skia/capi/sk_path_builder.h,72,SkPathBuilder_addRRect_2,SkPathBuilder_addRRectWithDirection,done,codex,renamed on 2026-02-16
skia/capi/sk_path_builder.h,75,SkPathBuilder_addPolygon_2,SkPathBuilder_addPolygonFromList,done,codex,renamed on 2026-02-16
skia/capi/sk_path_builder.h,78,SkPathBuilder_incReserve_2,SkPathBuilder_incReservePoints,done,codex,renamed on 2026-02-16
skia/capi/sk_path_effect.h,28,SkPathEffect_filterPath_2,SkPathEffect_filterPathWithCTM,done,codex,renamed on 2026-02-16
skia/capi/sk_path_effect.h,35,SkPathEffect_serialize_2,SkPathEffect_serializeToMemory,done,codex,renamed on 2026-02-16
skia/capi/sk_path_measure.h,24,SkPathMeasure_new_2,SkPathMeasure_newWithPathForceClosedAndResScale,done,codex,renamed on 2026-02-16
skia/capi/sk_pdf.h,20,SkPDF_MakeDocument_2,SkPDF_MakeDocumentWithoutMetadata,done,codex,renamed on 2026-02-16
skia/capi/sk_picture.h,38,SkPicture_serialize_2,SkPicture_serializeToStream,done,codex,renamed on 2026-02-16
skia/capi/sk_picture.h,42,SkPicture_makeShader_2,SkPicture_makeShaderWithoutLocalMatrixAndTileRect,done,codex,renamed on 2026-02-16
skia/capi/sk_picture.h,51,SkPicture_MakeFromData_2,SkPicture_MakeFromMemory,done,codex,renamed on 2026-02-16
skia/capi/sk_picture_recorder.h,25,SkPictureRecorder_beginRecording_2,SkPictureRecorder_beginRecordingWithBoundsAndFactory,done,codex,renamed on 2026-02-16
skia/capi/sk_picture_recorder.h,26,SkPictureRecorder_beginRecording_3,SkPictureRecorder_beginRecordingWithSizeAndFactory,done,codex,renamed on 2026-02-16
skia/capi/sk_pixmap.h,32,SkPixmap_new_2,SkPixmap_newWithImageInfoAddressAndRowBytes,done,codex,renamed on 2026-02-16
skia/capi/sk_pixmap.h,35,SkPixmap_reset_2,SkPixmap_resetWithImageInfoAddressAndRowBytes,done,codex,renamed on 2026-02-16
skia/capi/sk_pixmap.h,36,SkPixmap_reset_3,SkPixmap_resetFromMask,done,codex,renamed on 2026-02-16
skia/capi/sk_pixmap.h,58,SkPixmap_addr_2,SkPixmap_addrAt,done,codex,renamed on 2026-02-16
skia/capi/sk_pixmap.h,64,SkPixmap_addr8_2,SkPixmap_addr8At,done,codex,renamed on 2026-02-16
skia/capi/sk_pixmap.h,65,SkPixmap_addr16_2,SkPixmap_addr16At,done,codex,renamed on 2026-02-16
skia/capi/sk_pixmap.h,66,SkPixmap_addr32_2,SkPixmap_addr32At,done,codex,renamed on 2026-02-16
skia/capi/sk_pixmap.h,67,SkPixmap_addr64_2,SkPixmap_addr64At,done,codex,renamed on 2026-02-16
skia/capi/sk_pixmap.h,68,SkPixmap_addrF16_2,SkPixmap_addrF16At,done,codex,renamed on 2026-02-16
skia/capi/sk_pixmap.h,70,SkPixmap_writable_addr_2,SkPixmap_writable_addrAt,done,codex,renamed on 2026-02-16
skia/capi/sk_pixmap.h,77,SkPixmap_readPixels_2,SkPixmap_readPixelsWithSourceOffset,done,codex,renamed on 2026-02-16
skia/capi/sk_pixmap.h,78,SkPixmap_readPixels_3,SkPixmap_readPixelsToPixmapWithSourceOffset,done,codex,renamed on 2026-02-16
skia/capi/sk_pixmap.h,79,SkPixmap_readPixels_4,SkPixmap_readPixelsToPixmap,done,codex,renamed on 2026-02-16
skia/capi/sk_pixmap.h,82,SkPixmap_erase_2,SkPixmap_eraseColor,done,codex,renamed on 2026-02-16
skia/capi/sk_pixmap.h,83,SkPixmap_erase_3,SkPixmap_eraseColor4fWithSubset,done,codex,renamed on 2026-02-16
skia/capi/sk_png_decoder.h,23,SkPngDecoder_Decode_2,SkPngDecoder_DecodeFromData,done,codex,renamed on 2026-02-16
skia/capi/sk_png_encoder.h,22,SkPngEncoder_Encode_2,SkPngEncoder_EncodeFromImage,done,codex,renamed on 2026-02-16
skia/capi/sk_point.h,28,SkPoint_scale_2,SkPoint_scaleTo,done,codex,renamed on 2026-02-16
skia/capi/sk_point.h,32,SkPoint_iset_2,SkPoint_isetXY,done,codex,renamed on 2026-02-16
skia/capi/sk_point.h,47,SkPoint_Offset_2,SkPoint_OffsetByVector,done,codex,renamed on 2026-02-16
skia/capi/sk_r_rect.h,29,SkRRect_new_2,SkRRect_newCopy,done,codex,renamed on 2026-02-16
skia/capi/sk_r_rect.h,52,SkRRect_inset_2,SkRRect_insetInPlace,done,codex,renamed on 2026-02-16
skia/capi/sk_r_rect.h,54,SkRRect_outset_2,SkRRect_outsetInPlace,done,codex,renamed on 2026-02-16
skia/capi/sk_r_rect.h,64,SkRRect_dump_2,SkRRect_dumpDefault,done,codex,renamed on 2026-02-16
skia/capi/sk_raw_decoder.h,21,SkRawDecoder_Decode_2,SkRawDecoder_DecodeFromData,done,codex,renamed on 2026-02-16
skia/capi/sk_read_buffer.h,48,SkReadBuffer_new_2,SkReadBuffer_newWithDataAndSize,done,codex,renamed on 2026-02-16
skia/capi/sk_read_buffer.h,58,SkReadBuffer_skip_2,SkReadBuffer_skipCount,done,codex,renamed on 2026-02-16
skia/capi/sk_read_buffer.h,77,SkReadBuffer_readPoint_2,SkReadBuffer_readPointValue,done,codex,renamed on 2026-02-16
skia/capi/sk_read_buffer.h,83,SkReadBuffer_readRect_2,SkReadBuffer_readRectValue,done,codex,renamed on 2026-02-16
skia/capi/sk_rect.h,44,SkRect_set_2,SkRect_setFromPoints,done,codex,renamed on 2026-02-16
skia/capi/sk_rect.h,49,SkRect_makeOffset_2,SkRect_makeOffsetFromPoint,done,codex,renamed on 2026-02-16
skia/capi/sk_rect.h,53,SkRect_offset_2,SkRect_offsetByPoint,done,codex,renamed on 2026-02-16
skia/capi/sk_rect.h,58,SkRect_intersect_2,SkRect_intersectFromRects,done,codex,renamed on 2026-02-16
skia/capi/sk_rect.h,64,SkRect_contains_2,SkRect_containsRect,done,codex,renamed on 2026-02-16
skia/capi/sk_rect.h,65,SkRect_contains_3,SkRect_containsIRect,done,codex,renamed on 2026-02-16
skia/capi/sk_rect.h,68,SkRect_roundOut_2,SkRect_roundOutToRect,done,codex,renamed on 2026-02-16
skia/capi/sk_rect.h,70,SkRect_round_2,SkRect_roundToIRect,done,codex,renamed on 2026-02-16
skia/capi/sk_rect.h,71,SkRect_roundOut_3,SkRect_roundOutToIRect,done,codex,renamed on 2026-02-16
skia/capi/sk_rect.h,72,SkRect_roundIn_2,SkRect_roundInToIRect,done,codex,renamed on 2026-02-16
skia/capi/sk_rect.h,77,SkRect_dump_2,SkRect_dumpDefault,done,codex,renamed on 2026-02-16
skia/capi/sk_rect.h,89,SkRect_Make_2,SkRect_MakeFromIRect,done,codex,renamed on 2026-02-16
skia/capi/sk_region.h,25,SkRegion_new_2,SkRegion_newCopy,done,codex,renamed on 2026-02-16
skia/capi/sk_region.h,26,SkRegion_new_3,SkRegion_newFromIRect,done,codex,renamed on 2026-02-16
skia/capi/sk_region.h,42,SkRegion_intersects_2,SkRegion_intersectsRegion,done,codex,renamed on 2026-02-16
skia/capi/sk_region.h,44,SkRegion_contains_2,SkRegion_containsIRect,done,codex,renamed on 2026-02-16
skia/capi/sk_region.h,45,SkRegion_contains_3,SkRegion_containsRegion,done,codex,renamed on 2026-02-16
skia/capi/sk_region.h,48,SkRegion_quickReject_2,SkRegion_quickRejectRegion,done,codex,renamed on 2026-02-16
skia/capi/sk_region.h,50,SkRegion_translate_2,SkRegion_translateToRegion,done,codex,renamed on 2026-02-16
skia/capi/sk_region.h,52,SkRegion_op_2,SkRegion_opWithRegion,done,codex,renamed on 2026-02-16
skia/capi/sk_region.h,53,SkRegion_op_3,SkRegion_opWithIRectAndRegion,done,codex,renamed on 2026-02-16
skia/capi/sk_region.h,54,SkRegion_op_4,SkRegion_opWithRegionAndIRect,done,codex,renamed on 2026-02-16
skia/capi/sk_rsx_form.h,23,SkRSXform_toQuad_2,SkRSXform_toQuadWithSize,done,codex,renamed on 2026-02-16
skia/capi/sk_runtime_effect.h,37,SkRuntimeEffect_makeShader_2,SkRuntimeEffect_makeShaderWithChildPtr,done,codex,renamed on 2026-02-16
skia/capi/sk_runtime_effect.h,39,SkRuntimeEffect_makeColorFilter_2,SkRuntimeEffect_makeColorFilterWithChildren,done,codex,renamed on 2026-02-16
skia/capi/sk_runtime_effect.h,40,SkRuntimeEffect_makeColorFilter_3,SkRuntimeEffect_makeColorFilterWithChildPtr,done,codex,renamed on 2026-02-16
skia/capi/sk_runtime_effect.h,58,SkRuntimeEffect_MakeForColorFilter_2,SkRuntimeEffect_MakeForColorFilterDefault,done,codex,renamed on 2026-02-16
skia/capi/sk_runtime_effect.h,60,SkRuntimeEffect_MakeForShader_2,SkRuntimeEffect_MakeForShaderDefault,done,codex,renamed on 2026-02-16
skia/capi/sk_runtime_effect.h,62,SkRuntimeEffect_MakeForBlender_2,SkRuntimeEffect_MakeForBlenderDefault,done,codex,renamed on 2026-02-16
skia/capi/sk_runtime_shader_builder.h,21,SkRuntimeShaderBuilder_new_2,SkRuntimeShaderBuilder_newCopy,done,codex,renamed on 2026-02-16
skia/capi/sk_sampling_options.h,22,SkSamplingOptions_new_2,SkSamplingOptions_newCopy,done,codex,renamed on 2026-02-16
skia/capi/sk_sampling_options.h,23,SkSamplingOptions_new_3,SkSamplingOptions_newWithFilterAndMipmapModes,done,codex,renamed on 2026-02-16
skia/capi/sk_sampling_options.h,24,SkSamplingOptions_new_4,SkSamplingOptions_newWithFilterMode,done,codex,renamed on 2026-02-16
skia/capi/sk_shader.h,33,SkShader_isAImage_2,SkShader_isAImageWithoutLocalMatrixAndTileModes,done,codex,renamed on 2026-02-16
skia/capi/sk_shader.h,42,SkShader_serialize_2,SkShader_serializeToMemory,done,codex,renamed on 2026-02-16
skia/capi/sk_shaders.h,26,SkShaders_Color_2,SkShaders_ColorWithColor4fAndColorSpace,done,codex,renamed on 2026-02-16
skia/capi/sk_shaders.h,28,SkShaders_Blend_2,SkShaders_BlendWithBlender,done,codex,renamed on 2026-02-16
skia/capi/sk_size.h,33,SkSize_Make_2,SkSize_MakeFromISize,done,codex,renamed on 2026-02-16
skia/capi/sk_string.h,31,SkString_new_2,SkString_newWithLength,done,codex,renamed on 2026-02-16
skia/capi/sk_string.h,32,SkString_new_3,SkString_newFromText,done,codex,renamed on 2026-02-16
skia/capi/sk_string.h,33,SkString_new_4,SkString_newFromTextWithLength,done,codex,renamed on 2026-02-16
skia/capi/sk_string.h,41,SkString_data_2,SkString_dataMutable,done,codex,renamed on 2026-02-16
skia/capi/sk_string.h,44,SkString_equals_2,SkString_equalsText,done,codex,renamed on 2026-02-16
skia/capi/sk_string.h,45,SkString_equals_3,SkString_equalsTextWithLength,done,codex,renamed on 2026-02-16
skia/capi/sk_string.h,47,SkString_startsWith_2,SkString_startsWithChar,done,codex,renamed on 2026-02-16
skia/capi/sk_string.h,53,SkString_contains_2,SkString_containsChar,done,codex,renamed on 2026-02-16
skia/capi/sk_string.h,59,SkString_set_2,SkString_setText,done,codex,renamed on 2026-02-16
skia/capi/sk_string.h,60,SkString_set_3,SkString_setTextWithLength,done,codex,renamed on 2026-02-16
skia/capi/sk_string.h,61,SkString_set_4,SkString_setStringView,done,codex,renamed on 2026-02-16
skia/capi/sk_string.h,63,SkString_insert_2,SkString_insertTextWithLength,done,codex,renamed on 2026-02-16
skia/capi/sk_string.h,64,SkString_insert_3,SkString_insertString,done,codex,renamed on 2026-02-16
skia/capi/sk_string.h,65,SkString_insert_4,SkString_insertStringView,done,codex,renamed on 2026-02-16
skia/capi/sk_string.h,74,SkString_append_2,SkString_appendTextWithLength,done,codex,renamed on 2026-02-16
skia/capi/sk_string.h,75,SkString_append_3,SkString_appendString,done,codex,renamed on 2026-02-16
skia/capi/sk_string.h,76,SkString_append_4,SkString_appendStringView,done,codex,renamed on 2026-02-16
skia/capi/sk_string.h,85,SkString_prepend_2,SkString_prependTextWithLength,done,codex,renamed on 2026-02-16
skia/capi/sk_string.h,86,SkString_prepend_3,SkString_prependString,done,codex,renamed on 2026-02-16
skia/capi/sk_string.h,87,SkString_prepend_4,SkString_prependStringView,done,codex,renamed on 2026-02-16
skia/capi/sk_stroke_rec.h,27,SkStrokeRec_static_2,SkStrokeRec_staticWithPaintStyleAndResScale,done,codex,renamed on 2026-02-16
skia/capi/sk_stroke_rec.h,28,SkStrokeRec_static_3,SkStrokeRec_staticWithPaintAndResScale,done,codex,renamed on 2026-02-16
skia/capi/sk_stroke_rec.h,51,SkStrokeRec_GetInflationRadius_2,SkStrokeRec_GetInflationRadiusWithJoinMiterCapAndStrokeWidth,done,codex,renamed on 2026-02-16
skia/capi/sk_surface.h,49,SkSurface_makeSurface_2,SkSurface_makeSurfaceWithDimensions,done,codex,renamed on 2026-02-16
skia/capi/sk_surface.h,51,SkSurface_makeImageSnapshot_2,SkSurface_makeImageSnapshotWithBounds,done,codex,renamed on 2026-02-16
skia/capi/sk_surface.h,53,SkSurface_draw_2,SkSurface_drawWithoutSamplingOptions,done,codex,renamed on 2026-02-16
skia/capi/sk_surface.h,56,SkSurface_readPixels_2,SkSurface_readPixelsWithImageInfoAndPixels,done,codex,renamed on 2026-02-16
skia/capi/sk_surface.h,57,SkSurface_readPixels_3,SkSurface_readPixelsWithBitmap,done,codex,renamed on 2026-02-16
skia/capi/sk_surface.h,65,SkSurface_writePixels_2,SkSurface_writePixelsWithBitmap,done,codex,renamed on 2026-02-16
skia/capi/sk_surface_props.h,24,SkSurfaceProps_new_2,SkSurfaceProps_newWithFlagsAndGeometry,done,codex,renamed on 2026-02-16
skia/capi/sk_surface_props.h,25,SkSurfaceProps_new_3,SkSurfaceProps_newCopy,done,codex,renamed on 2026-02-16
skia/capi/sk_surfaces.h,22,SkSurfaces_Raster_2,SkSurfaces_RasterWithoutRowBytes,done,codex,renamed on 2026-02-16
skia/capi/sk_surfaces.h,24,SkSurfaces_WrapPixels_2,SkSurfaces_WrapPixelsWithPixmap,done,codex,renamed on 2026-02-16
skia/capi/sk_surfaces.h,25,SkSurfaces_WrapPixels_3,SkSurfaces_WrapPixelsWithReleaseProcAndContext,done,codex,renamed on 2026-02-16
skia/capi/sk_text_blob.h,33,SkTextBlob_serialize_2,SkTextBlob_serializeToData,done,codex,renamed on 2026-02-16
skia/capi/sk_tiled_image_utils.h,23,SkTiledImageUtils_DrawImageRect_2,SkTiledImageUtils_DrawImageRectWithImageSp,done,codex,renamed on 2026-02-16
skia/capi/sk_tiled_image_utils.h,24,SkTiledImageUtils_DrawImageRect_3,SkTiledImageUtils_DrawImageRectWithDst,done,codex,renamed on 2026-02-16
skia/capi/sk_tiled_image_utils.h,25,SkTiledImageUtils_DrawImageRect_4,SkTiledImageUtils_DrawImageRectWithImageSpAndDst,done,codex,renamed on 2026-02-16
skia/capi/sk_tiled_image_utils.h,27,SkTiledImageUtils_DrawImage_2,SkTiledImageUtils_DrawImageWithImageSp,done,codex,renamed on 2026-02-16
skia/capi/sk_typeface.h,47,SkTypeface_serialize_2,SkTypeface_serializeToData,done,codex,renamed on 2026-02-16
skia/capi/sk_typeface.h,89,SkTypeface_MakeDeserialize_2,SkTypeface_MakeDeserializeWithoutFontMgr,done,codex,renamed on 2026-02-16
skia/capi/sk_v2.h,35,SkV2_ptr_2,SkV2_ptrMutable,done,codex,renamed on 2026-02-16
skia/capi/sk_v3.h,34,SkV3_ptr_2,SkV3_ptrMutable,done,codex,renamed on 2026-02-16
skia/capi/sk_v4.h,31,SkV4_ptr_2,SkV4_ptrMutable,done,codex,renamed on 2026-02-16
skia/capi/sk_vertices.h,40,SkVertices_MakeCopy_2,SkVertices_MakeCopyWithoutIndices,done,codex,renamed on 2026-02-16
skia/capi/sk_wbmp_decoder.h,23,SkWbmpDecoder_Decode_2,SkWbmpDecoder_DecodeFromData,done,codex,renamed on 2026-02-16
skia/capi/sk_webp_decoder.h,23,SkWebpDecoder_Decode_2,SkWebpDecoder_DecodeFromData,done,codex,renamed on 2026-02-16
skia/capi/sk_webp_encoder.h,22,SkWebpEncoder_Encode_2,SkWebpEncoder_EncodeFromImage,done,codex,renamed on 2026-02-16
skia/capi/sk_yuva_info.h,32,SkYUVAInfo_new_2,SkYUVAInfo_newCopy,done,codex,renamed on 2026-02-16
skia/capi/sk_yuva_info.h,33,SkYUVAInfo_new_3,SkYUVAInfo_newWithDimensionsConfigSubsamplingSpaceOriginAndSiting,done,codex,renamed on 2026-02-16
skia/capi/sk_yuva_pixmap_info.h,29,SkYUVAPixmapInfo_new_2,SkYUVAPixmapInfo_newWithInfoColorTypesAndRowBytes,done,codex,renamed on 2026-02-16
skia/capi/sk_yuva_pixmap_info.h,30,SkYUVAPixmapInfo_new_3,SkYUVAPixmapInfo_newWithInfoDataTypeAndRowBytes,done,codex,renamed on 2026-02-16
skia/capi/sk_yuva_pixmap_info.h,31,SkYUVAPixmapInfo_new_4,SkYUVAPixmapInfo_newCopy,done,codex,renamed on 2026-02-16
skia/capi/sk_yuva_pixmaps.h,29,SkYUVAPixmaps_new_2,SkYUVAPixmaps_newCopy,done,codex,renamed on 2026-02-16
